Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,14,아낙네 (FIANCÉ),MINO,10,1547714,79.5%,https://www.youtube.com/watch?v=NY8VGNft-Zc
2,1,벌써 12시 (Gotta Go),CHUNG HA,5,1318921,-43.5%,https://www.youtube.com/watch?v=HlN2BXNJzxA
3,3,YES or YES,TWICE,13,1316073,-19%,https://www.youtube.com/watch?v=mAKsZ26SabQ
4,4,신용재 (SHIN YONG JAE),HAEUN,12,1182338,-5.1%,https://www.youtube.com/watch?v=Y0rK7r-30hs
5,2,SOLO,Jennie,12,1136400,-30.8%,https://www.youtube.com/watch?v=b73BI9eUkjM
6,5,해야 (Sunrise),GFRIEND  ,3,1105138,-9.1%,https://www.youtube.com/watch?v=iciFwCnsyY4
7,16,We All Lie,Ha Jin,6,1085140,26.9%,https://www.youtube.com/watch?v=PdDfuWJc9dA
8,13,7 rings,Ariana Grande,2,953336,9.9%,https://www.youtube.com/watch?v=QYh6mYIJG2Y
9,12,La Vie en Rose,--,14,907301,-1%,https://www.youtube.com/watch?v=WZwr2a_lFWY
10,8,IDOL,BTS,23,887029,-11.9%,https://www.youtube.com/watch?v=pBuZEGYXA6E
11,6,MILLIONS,WINNER,7,814954,-25.5%,https://www.youtube.com/watch?v=PALjhRpnfbk
12,,好きと言わせたい (Suki to Iwasetai),IZ*ONE,1,812490,,https://www.youtube.com/watch?v=dLymsYC7Kmo
13,9,180º,BEN,8,768851,-21.1%,https://www.youtube.com/watch?v=rDG9I9nx0QU
14,22,너도 그냥 날 놓아주면 돼 Just let me go,Yoon Gun,7,743299,12.2%,https://www.youtube.com/watch?v=0IaUogNqQqA
15,7,%%(응응),Apink,4,728565,-32.1%,https://www.youtube.com/watch?v=499YUeNoYVE
16,11,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,27,705401,-25.8%,https://www.youtube.com/watch?v=IHNzOHi8sJs
17,55,Heu !,SUPERBEE,2,700868,136.2%,https://www.youtube.com/watch?v=wBbbfDIkrSw
18,19,Song request(신청곡) (feat. SUGA),--,2,673190,-11.2%,https://www.youtube.com/watch?v=ij0SQZcqnPU
19,15,Me After You (너를 만나),--,14,643720,-24.8%,https://www.youtube.com/watch?v=YBzJ0jmHv-4
20,10,Love Shot,EXO,7,637002,-33.8%,https://www.youtube.com/watch?v=pSudEWBAYRE
21,23,행복 (Happiness),OVAN,8,583628,-11.4%,https://www.youtube.com/watch?v=qGh0jk-f6to
22,21,After You’ve Gone(넘쳐흘러),M.C The Max,5,575604,-19.7%,https://www.youtube.com/watch?v=g27XtqR7B0c
23,33,DDING (띵),"Jvcki Wai, YANGHONGWON, Osshun Gum & Han Yo-han",3,569037,14.2%,https://www.youtube.com/watch?v=ir7G_H0LFJw
24,24,그대가 내 안에 박혔다,Hwang Chi-yeul,10,551559,1.2%,https://www.youtube.com/watch?v=
25,20,Bad Boy,Red Velvet,9,541879,-25.6%,https://www.youtube.com/watch?v=J_CFBjAyPWE
26,34,Dance The Night Away,TWICE,29,532433,8.1%,https://www.youtube.com/watch?v=Fm5iP0S1z9w
27,29,The Way To Say Goodbye(이별하러 가는 길),--,20,529558,3.7%,https://www.youtube.com/watch?v=42iMZrYDEM4
28,35,How about you(너는 어땠을까),--,12,520971,7.2%,https://www.youtube.com/watch?v=TmyMV2Nj42Q
29,,이 노래가 클럽에서 나온다면 (Fire up),Woody,1,515143,,https://www.youtube.com/watch?v=MBSpoTozBdg
30,26,내 생에 아름다운 (Beautiful Moment),K.Will,14,502116,-4.3%,https://www.youtube.com/watch?v=1D17PdpGQBY
31,25,FAKE LOVE,BTS,35,459806,-14.8%,https://www.youtube.com/watch?v=7C2z4GqqS5E
32,31,What is Love?,TWICE,43,455043,-9.7%,https://www.youtube.com/watch?v=i0p1bmr0EmE
33,30,All Night (전화해),ASTRO,2,448802,-11.8%,https://www.youtube.com/watch?v=ZEE1UC90I0o
34,40,Meet him among them(그 중에 그대를 만나),Lee Sun-hee,22,435514,-1.5%,https://www.youtube.com/watch?v=xkKo2nD8RTE
