Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,2,Savage,aespa,7,3200562,-6%,https://www.youtube.com/watch?v=WPdWvnAAurg
2,,SCIENTIST,TWICE,1,2805002,,https://www.youtube.com/watch?v=vPwaXytZcgI
3,3,Next Level,aespa,27,2007795,4.4%,https://www.youtube.com/watch?v=4TWR90KJl84
4,1,Memories of You and Me,"YUMDDA, TOIL, Koonta, Basick, 365LIT, JI SANG & Song Min Young",2,1871116,-58.8%,https://www.youtube.com/watch?v=GxPwpZBp788
5,4,strawberry moon,IU,5,1563357,-17%,https://www.youtube.com/watch?v=sqgxcCjD04s
6,6,사랑은 늘 도망가,Lim Young-woong,6,1432059,-5.8%,https://www.youtube.com/watch?v=Jr_2uyCJVUc
7,7,다정히 내 이름을 부르면 (If you lovingly call my name),GyeongseoYeji & Gunho Jeon,22,1403623,-5.4%,https://www.youtube.com/watch?v=z127C11tKsg
8,13,The Feels,TWICE,7,1206277,17%,https://www.youtube.com/watch?v=f5_wn8mexmM
9,8,색안경 (STEREOTYPE),STAYC,11,1107609,-13.2%,https://www.youtube.com/watch?v=Xmxcnf2v_gs
10,11,XOXO,JEON SOMI,3,1074614,-13.8%,https://www.youtube.com/watch?v=H8kqPkEXP_E
11,9,LOCO,ITZY,8,1056110,-16.3%,https://www.youtube.com/watch?v=MjCZfZfucEc
12,17,곡예사 (Acrobat),Gwangil Jo,38,1021363,4.5%,https://www.youtube.com/watch?v=aKuS6T2SZoI
13,22,OHAYO MY NIGHT,디핵 (D-Hack) & Pateko,24,1019164,16.6%,https://www.youtube.com/watch?v=9Unrl9Yi55s
14,20,Celebrity,IU,43,993805,6.7%,https://www.youtube.com/watch?v=0-q1KafFCLU
15,12,Cold Blooded,Jessi,6,950565,-19%,https://www.youtube.com/watch?v=1JHOl9CSmXk
16,19,신호등,Lee Mujin,27,943540,0.7%,https://www.youtube.com/watch?v=9Ibf10h9U0c
17,27,MONEY,LISA,9,911780,18.2%,https://www.youtube.com/watch?v=dNCWe_6HAM8
18,14,Butter,BTS,26,907717,-11.5%,https://www.youtube.com/watch?v=WMweEpGlu_U
19,16,Dun Dun Dance,OH MY GIRL,28,894531,-9.4%,https://www.youtube.com/watch?v=HzOjwL7IP_o
20,10,Rock with you,SEVENTEEN,4,885718,-29.6%,https://www.youtube.com/watch?v=WpuatuzSDK4
21,18,낙하(NAKKA),AKMU & IU,17,852720,-12.6%,https://www.youtube.com/watch?v=EtiPbWzUY9o
22,21,Permission to Dance,BTS,19,849316,-7.9%,https://www.youtube.com/watch?v=CuklIb9d3fI
23,25,My Starry Love (별빛 같은 나의 사랑아),Lim Young-woong,37,818541,-3.6%,https://www.youtube.com/watch?v=oQW9lY1ZAJA
24,23,롤린 (Rollin'),Brave Girls,43,807337,-6.5%,https://www.youtube.com/watch?v=nw6mcjNlh8E
25,26,사이렌 (Siren) [Remix],Homies,44,788606,0.5%,https://www.youtube.com/watch?v=vvTO3c-h0ZI
26,46,LALISA,LISA,10,748800,59.4%,https://www.youtube.com/watch?v=awkkyBH2zEo
27,30,Queendom,Red Velvet,14,726283,-3.5%,https://www.youtube.com/watch?v=c9RzZpV460k
28,15,GLASSY,JO YURI,7,717368,-29.6%,https://www.youtube.com/watch?v=AQt4K08L_m8
29,31,Weekend,TAEYEON,20,715502,-4.7%,https://www.youtube.com/watch?v=RmuL-BPFi2Q
30,28,STAY,The Kid Laroi & Justin Bieber,19,682756,-11.2%,https://www.youtube.com/watch?v=kTJczUoc26U
31,29,My Universe (Live),Coldplay & BTS,8,631284,-16.1%,https://www.youtube.com/watch?v=3YqPKLZF_WU
32,36,LILAC,IU,35,623795,1.8%,https://www.youtube.com/watch?v=v7bnOxV4jAc
33,35,힘을 내세요,Lee Chanwon,6,619889,-1%,https://www.youtube.com/watch?v=wBnZWzQirdg
34,47,복덕방,Northfacegawd,6,617621,31.6%,https://www.youtube.com/watch?v=vt8MGTC1jO0
35,34,ASAP,STAYC,32,613158,-2.3%,https://www.youtube.com/watch?v=NsY-9MCOIAQ
36,67,Tiny Riot,Sam Ryder,17,610000,78.7%,https://www.youtube.com/watch?v=KgSHOOKrZIg
37,24,Favorite (Vampire),NCT 127,4,606927,-29.1%,https://www.youtube.com/watch?v=7uxu4Z2HAnA
38,,어제 너는 나를 버렸어  (Yesterday You Left Me),10CM,1,603813,,https://www.youtube.com/watch?v=bYleMOXKggY
39,49,Suddenly,BEO,3,544064,21.9%,https://www.youtube.com/watch?v=H8VwHCvWQYE
40,38,DUMB DUMB,JEON SOMI,16,524400,-9%,https://www.youtube.com/watch?v=tg2uF3R_Ozo
41,39,찰나가 영원이 될 때,MAKTUB,9,518060,-3.3%,https://www.youtube.com/watch?v=tL7HKKEoW1Y
