Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,METEOR,CHANGMO,4,3204704,11.4%,https://www.youtube.com/watch?v=abuTb3qMOsY
2,54,Psycho,Red Velvet,2,1838322,530.2%,https://www.youtube.com/watch?v=uR8Mrt1IpXg
3,4,HIP,MAMAMOO,7,1681460,2.9%,https://www.youtube.com/watch?v=KhTeiaCezwM
4,2,Где же ты?,Anna Buturlina & Elizaveta Paschenko,6,1225139,-32.4%,https://www.youtube.com/watch?v=nrZxwPwmgrw
5,6,블루밍 (Blueming),IU,7,1148604,-5.9%,https://www.youtube.com/watch?v=D1PvIWdJ8xo
6,3,Into the Unknown,Idina Menzel & Aurora,7,775780,-57.1%,https://www.youtube.com/watch?v=gIOyB9ZXn8s
7,10,Feel Special,TWICE,15,699509,-3.8%,https://www.youtube.com/watch?v=3ymwOvzhwHs
8,5,Into the Unknown,Panic! At The Disco,7,632270,-56%,https://www.youtube.com/watch?v=jp-CVYGEsjg
9,13,LION,(G)I-DLE,10,604650,2.4%,https://www.youtube.com/watch?v=6oanIo_2Z4Q
10,14,오늘도 빛나는 너에게 (To You My Light) (feat. Leeraon),Maktub,29,571859,-2%,https://www.youtube.com/watch?v=kNYA3H1jSSs
11,18,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey) (feat. Halsey),BTS,38,570262,6.5%,https://www.youtube.com/watch?v=XsX3ATc3FbA
12,15,Late Night(늦은 밤 너의 집 앞 골목길에서),Noel,8,528007,-5.6%,https://www.youtube.com/watch?v=kFhf7pjRRjA
13,17,"I'MMA DO 아마두 (feat. Woo, Keem Hyo-eun, Nucksal & Huckleberry P)","YUMDDA, Deepflow, Paloalto, The Quiett & Simon Dominic",4,502319,-6.4%,https://www.youtube.com/watch?v=1Bv8MmIb9Mo
14,23,Kill This Love,BLACKPINK,39,494748,4.7%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
15,22,FANCY,TWICE,37,492496,0.1%,https://www.youtube.com/watch?v=kOHB85vDuow
16,20,ICY,ITZY,23,492298,-7.1%,https://www.youtube.com/watch?v=zndvqTc4P9I
17,24,DALLA DALLA (달라달라),ITZY,47,480002,3.7%,https://www.youtube.com/watch?v=pNfTK39k55U
18,9,Obsession,EXO,6,470293,-46.9%,https://www.youtube.com/watch?v=uxmP4b2a0uY
19,11,Square (2017),Yerin Baek,4,461319,-23.7%,https://www.youtube.com/watch?v=4iFP_wd6QU8
20,29,Daredevil(천둥벌거숭이) (feat. Jvcki Wai & YUMDDA),ZICO,14,446133,4.8%,https://www.youtube.com/watch?v=yp26FJduCFc
21,12,Come See Me,AOA,6,433801,-27.4%,https://www.youtube.com/watch?v=ixxWWKX4S_8
22,27,Phocha,NC.A,28,432977,-1.5%,https://www.youtube.com/watch?v=wDq2W1fAnq4
23,,Pinky Promise,BUSTERS,1,413809,,https://www.youtube.com/watch?v=5fhxA8SCLiE
24,28,Sad Drinking,Hwang In Wook,9,411821,-3.7%,https://www.youtube.com/watch?v=iKDU3--sF7o
25,32,"야망 (AMBITION) (feat. ASH ISLAND, Keem Hyo-eun, Hash Swan & CHANGMO)",Leellamarz,25,402451,-1.6%,https://www.youtube.com/watch?v=K7o4nYV0ns4
26,44,빌었어,CHANGMO,3,398743,19.5%,https://www.youtube.com/watch?v=M2qpnwmpipI
27,19,Love poem,IU,9,392601,-26.3%,https://www.youtube.com/watch?v=kcx0a2OAhN0
28,35,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지 (How can I love the heartbreak, you`re the one I love)",AKMU,14,369887,-4.1%,https://www.youtube.com/watch?v=m3DZsBw5bnE
29,38,BAND,"CHANGMO, Hash Swan, ASH ISLAND & Keem Hyo-eun",2,365718,-2.1%,https://www.youtube.com/watch?v=bsgBUM2Mnsw
30,37,bad guy,Billie Eilish,40,344965,-8.6%,https://www.youtube.com/watch?v=DyDfgMOUjCI
31,40,Señorita,Shawn Mendes & Camila Cabello,28,342078,-4.4%,https://www.youtube.com/watch?v=Pkh8UtuejGw
32,34,Memories,Maroon 5,13,341146,-13.5%,https://www.youtube.com/watch?v=SlPhMPnQ58k
33,43,Rooftop (옥탑방),N.Flying,43,336248,0%,https://www.youtube.com/watch?v=VpaUh_BGqE0
34,30,Amanda,YUMDDA,3,333545,-19.6%,https://www.youtube.com/watch?v=Nj2dWCoS6YQ
35,8,Santa Tell Me,Ariana Grande,19,324844,-69.5%,https://www.youtube.com/watch?v=nlR0MkrRklg
