Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,Savage,aespa,1,4684368,,https://www.youtube.com/watch?v=WPdWvnAAurg
2,1,My Universe (Live),Coldplay & BTS,2,3511588,-21.6%,https://www.youtube.com/watch?v=3YqPKLZF_WU
3,,The Feels,TWICE,1,3171207,,https://www.youtube.com/watch?v=f5_wn8mexmM
4,3,Next Level,aespa,21,2479023,1.1%,https://www.youtube.com/watch?v=4TWR90KJl84
5,2,LOCO,ITZY,2,2399480,-30.6%,https://www.youtube.com/watch?v=MjCZfZfucEc
6,4,색안경 (STEREOTYPE),STAYC,5,2007595,1.6%,https://www.youtube.com/watch?v=Xmxcnf2v_gs
7,6,Butter,BTS,20,1696433,-0.8%,https://www.youtube.com/watch?v=WMweEpGlu_U
8,5,Permission to Dance,BTS,13,1615906,-15.1%,https://www.youtube.com/watch?v=CuklIb9d3fI
9,8,STAY,The Kid Laroi & Justin Bieber,13,1451332,-9%,https://www.youtube.com/watch?v=kTJczUoc26U
10,9,Queendom,Red Velvet,8,1376417,-7.3%,https://www.youtube.com/watch?v=c9RzZpV460k
11,15,낙하(NAKKA),AKMU & IU,11,1338679,26.4%,https://www.youtube.com/watch?v=EtiPbWzUY9o
12,11,OHAYO MY NIGHT,디핵 (D-Hack) & Pateko,18,1196641,-4.6%,https://www.youtube.com/watch?v=9Unrl9Yi55s
13,12,신호등,Lee Mujin,21,1159504,-7%,https://www.youtube.com/watch?v=9Ibf10h9U0c
14,14,Weekend,TAEYEON,14,1119724,1.5%,https://www.youtube.com/watch?v=RmuL-BPFi2Q
15,7,LALISA,LISA,4,1037072,-36.1%,https://www.youtube.com/watch?v=awkkyBH2zEo
16,13,DUMB DUMB,JEON SOMI,10,989731,-11.1%,https://www.youtube.com/watch?v=tg2uF3R_Ozo
17,20,다정히 내 이름을 부르면 (If you lovingly call my name),GyeongseoYeji & Gunho Jeon,16,951791,8.5%,https://www.youtube.com/watch?v=z127C11tKsg
18,10,시간을 거슬러 (낮에 뜨는 달 X 케이윌),K.Will,5,946304,-29.6%,https://www.youtube.com/watch?v=kkM3aNP3YbQ
19,17,ASAP,STAYC,26,931872,-2.2%,https://www.youtube.com/watch?v=NsY-9MCOIAQ
20,19,Celebrity,IU,37,901896,0.7%,https://www.youtube.com/watch?v=0-q1KafFCLU
21,24,Dun Dun Dance,OH MY GIRL,22,884158,4%,https://www.youtube.com/watch?v=HzOjwL7IP_o
22,16,PING PONG,HyunA & 던 Dawn,5,853063,-18.5%,https://www.youtube.com/watch?v=0aaeUI1ucfQ
23,25,사이렌 (Siren) [Remix],Homies,38,845748,5.2%,https://www.youtube.com/watch?v=vvTO3c-h0ZI
24,21,My Starry Love (별빛 같은 나의 사랑아),Lim Young-woong,31,813517,-6.8%,https://www.youtube.com/watch?v=oQW9lY1ZAJA
25,22,롤린 (Rollin'),Brave Girls,37,768003,-10.4%,https://www.youtube.com/watch?v=nw6mcjNlh8E
26,26,찰나가 영원이 될 때,MAKTUB,3,748420,-4.7%,https://www.youtube.com/watch?v=tL7HKKEoW1Y
27,30,LILAC,IU,29,728845,4.3%,https://www.youtube.com/watch?v=v7bnOxV4jAc
28,28,Bad Habits,Ed Sheeran,15,698600,-5.6%,https://www.youtube.com/watch?v=orJSJGHjBLI
29,29,Better,BoA,9,678488,-3.5%,https://www.youtube.com/watch?v=fOxl2OIOVII
