Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,3,2002,Anne-Marie,26,3477078,47.1%,https://www.youtube.com/watch?v=Il-an3K9pjg
2,1,FANCY,TWICE,7,2274461,-14.1%,https://www.youtube.com/watch?v=kOHB85vDuow
3,,누구 없소 (NO ONE) (feat. B.I),Lee Hi,1,2043843,,https://www.youtube.com/watch?v=GQqyCeKf8rw
4,2,bad guy,Billie Eilish,10,1959347,-22.5%,https://www.youtube.com/watch?v=DyDfgMOUjCI
5,5,Boy With Luv (feat. Halsey),BTS,8,1588544,3.1%,https://www.youtube.com/watch?v=XsX3ATc3FbA
6,4,Kill This Love,BLACKPINK,9,1516318,-16.4%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
7,7,If there was practice in love(사랑에 연습이 있었다면),"Lim JaeHyun, Moon SeongWook",10,1087640,17.1%,https://www.youtube.com/watch?v=JRdykduaHG0
8,6,달라달라(DALLA DALLA),ITZY,17,1050111,-0.3%,https://www.youtube.com/watch?v=pNfTK39k55U
9,10,The fifth season(다섯 번째 계절) (SSFWL),OH MY GIRL,5,831715,9.7%,https://www.youtube.com/watch?v=udGwca1HBM4
10,32,BAAM,MOMOLAND,44,771938,101.6%,https://www.youtube.com/watch?v=txWmd7QKFe8
11,79,Earth,Lil Dicky,7,770482,308.7%,https://www.youtube.com/watch?v=pvuN_WvF1to
12,8,Violeta (비올레타),IZ*ONE,10,768499,-15.4%,https://www.youtube.com/watch?v=6eEZ7DJMzuk
13,27,Speechless (Full),Naomi Scott,2,700091,64.6%,https://www.youtube.com/watch?v=mw5VIEIvuMI
14,11,Rooftop (옥탑방),N.Flying,17,674689,-1.8%,https://www.youtube.com/watch?v=VpaUh_BGqE0
15,14,'너에게 못했던 내 마지막 말은,Davichi,3,673151,18.5%,https://www.youtube.com/watch?v=Jov5h_DuED4
16,9,AH YEAH (아예),WINNER,4,655370,-20.3%,https://www.youtube.com/watch?v=Pm0_G8Zl0ek
17,12,눈 Snow,Lil Tachi & Hotchkiss,9,638987,5.7%,https://www.youtube.com/watch?v=-ZZ90fD86ok
18,24,I'm So Hot,MOMOLAND,12,576638,32%,https://www.youtube.com/watch?v=tsN-MkpiZB0
19,19,YES or YES,TWICE,31,509160,-0.2%,https://www.youtube.com/watch?v=mAKsZ26SabQ
20,22,IDOL,BTS,41,492484,6.1%,https://www.youtube.com/watch?v=pBuZEGYXA6E
21,13,Goodbye(굿바이),Park Hyo Shin,5,478511,-18.5%,https://www.youtube.com/watch?v=Xp8Ep1W-azw
22,15,사계 (Four Seasons),TAEYEON,11,476645,-15.5%,https://www.youtube.com/watch?v=4HG_CJzyX6A
23,18,벌써 12시 (Gotta Go),CHUNG HA,23,465914,-10.1%,https://www.youtube.com/watch?v=HlN2BXNJzxA
24,26,SOLO,Jennie,30,444716,4.5%,https://www.youtube.com/watch?v=b73BI9eUkjM
25,21,"Bom(나만, 봄)",BOL4,10,442362,-7%,https://www.youtube.com/watch?v=AsXxuIdpkWM
26,63,A Whole New World,Mena Massoud & Naomi Scott,2,397505,69.3%,https://www.youtube.com/watch?v=eitDnP0_83k
27,30,7 rings,Ariana Grande,20,380922,-6.1%,https://www.youtube.com/watch?v=QYh6mYIJG2Y
28,17,주저하는 연인들을 위해 (For Lovers Who Hesitate),JANNABI,12,352508,-35.4%,https://www.youtube.com/watch?v=t8P-zdkoeJA
29,34,Power Up,Red Velvet,30,352463,-7.4%,https://www.youtube.com/watch?v=aiHSVQy9xN8
30,36,La Vie en Rose,--,32,349967,-1.5%,https://www.youtube.com/watch?v=WZwr2a_lFWY
31,29,Love Shot,EXO,22,346594,-16.6%,https://www.youtube.com/watch?v=pSudEWBAYRE
32,40,Viva La Vida,Coldplay,23,339831,1%,https://www.youtube.com/watch?v=dvgZkm1xWPE
33,31,BREATHE,AB6IX,2,320727,-20.7%,https://www.youtube.com/watch?v=RMJFEvHvmD0
34,37,Love is so...,Jang Yoon Jeong,7,317776,-10.5%,https://www.youtube.com/watch?v=Fhh_X9Q0BZg
35,50,신용재 (SHIN YONG JAE),HAEUN,29,316052,12%,https://www.youtube.com/watch?v=Y0rK7r-30hs
36,39,FRIENDS,Marshmello & Anne-Marie,31,312857,-7.4%,https://www.youtube.com/watch?v=jzD_yyEcp0M
37,44,How about you(너는 어땠을까),--,29,310081,-4%,https://www.youtube.com/watch?v=TmyMV2Nj42Q
38,38,HERE (feat. VINXEN),Young Kay,8,308577,-10.9%,https://www.youtube.com/watch?v=lYRe0lfx1SE
39,60,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,9,304289,25.8%,https://www.youtube.com/watch?v=w2Ov5jzm3j8
40,,Dance The Night Away,TWICE,41,302074,,https://www.youtube.com/watch?v=Fm5iP0S1z9w
41,35,Senorita,(G)I-DLE,15,301950,-18.6%,https://www.youtube.com/watch?v=2cevbhEqQF4
42,42,노래방에서,--,11,290975,-12.8%,https://www.youtube.com/watch?v=BUzI-awsi1s
43,46,고고베베 (gogobebe),MAMAMOO,13,284442,-9%,https://www.youtube.com/watch?v=-iYg2atmA9w
44,59,One Call Away,Charlie Puth,24,283746,17.1%,https://www.youtube.com/watch?v=BxuY9FET9Y4
45,48,Me After You (너를 만나),--,32,281561,-2.9%,https://www.youtube.com/watch?v=YBzJ0jmHv-4
46,51,Maybe It's Not Our Fault(그건 아마 우리의 잘못은 아닐 거야),Yerin Baek,12,271815,-0.6%,https://www.youtube.com/watch?v=IRNBtocmQ58
47,92,Wish You Were Gay,Billie Eilish,7,269192,58.4%,https://www.youtube.com/watch?v=yaJx0Gj_LCY
48,16,Superhuman,NCT 127,2,265478,-51.6%,https://www.youtube.com/watch?v=x95oZNxW5Rc
49,58,Paris in the Rain,Lauv,18,265081,9.4%,https://www.youtube.com/watch?v=kOCkne-Bku4
50,,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,43,257334,,https://www.youtube.com/watch?v=IHNzOHi8sJs
51,,My love has faded away (사랑이 식었다고 말해도 돼),Monday Kiz,1,248924,,https://www.youtube.com/watch?v=tlHTOlnPcbs
52,,자네! (8자는 뒤집어도 8자),Na Hoon-a,3,243490,,https://www.youtube.com/watch?v=r_1qe6TA8EU
53,,대충 입고 나와,Woody,1,242465,,https://www.youtube.com/watch?v=frOlxVcxCro
54,33,I Don't Care,Ed Sheeran & Justin Bieber,4,241231,-36.9%,https://www.youtube.com/watch?v=y83x7MgzWOA
55,28,Bubble Pop!,HyunA,6,231499,-45.4%,https://www.youtube.com/watch?v=bw9CALKOvAI
56,57,Tonight(이 밤),Yang Da Il,6,228600,-7.6%,https://www.youtube.com/watch?v=Z0NCUPd5i-Y
57,,Hard To Get,Kun,1,225854,,https://www.youtube.com/watch?v=Mw2J0gxPrIQ
58,73,Pick me,Song Ga-in,3,225779,9.1%,https://www.youtube.com/watch?v=DBjRYklSdFU
59,45,When We Were Us (Beautiful Days),LOVELYZ,3,222972,-28.8%,https://www.youtube.com/watch?v=ffNvuDInIjM
60,65,ME! (feat. Brendon Urie),Taylor Swift,6,221103,-3.8%,https://www.youtube.com/watch?v=FuXNumBwDOM
61,100,BOSS,NCT U,10,219867,37.3%,https://www.youtube.com/watch?v=0AUFyFEt35g
62,55,안녕하세요 (Begin Again),Kim Jae-hwan,3,218336,-15.1%,https://www.youtube.com/watch?v=eEl1V4UhLTo
63,84,Make It Right,BTS,8,217951,20.8%,https://www.youtube.com/watch?v=cVVs1loGEVg
