Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Savage,aespa,9,2454375,-11.5%,https://www.youtube.com/watch?v=WPdWvnAAurg
2,,dlwlrma (Live),IU,1,2022056,,https://www.youtube.com/watch?v=bgQIzPnPI88
3,,ELEVEN,IVE,1,2017277,,https://www.youtube.com/watch?v=--FmExEAsM8
4,4,Next Level,aespa,29,1881776,0.1%,https://www.youtube.com/watch?v=4TWR90KJl84
5,3,SCIENTIST,TWICE,3,1778242,-18.5%,https://www.youtube.com/watch?v=vPwaXytZcgI
6,10,Limousine,BE′O,2,1760956,50.2%,https://www.youtube.com/watch?v=3eKFF4cCBaY
7,2,Butter,BTS,28,1686194,-24.5%,https://www.youtube.com/watch?v=WMweEpGlu_U
8,6,사랑은 늘 도망가,Lim Young-woong,8,1260444,-3.6%,https://www.youtube.com/watch?v=Jr_2uyCJVUc
9,8,다정히 내 이름을 부르면 (If you lovingly call my name),GyeongseoYeji & Gunho Jeon,24,1219780,-5.5%,https://www.youtube.com/watch?v=z127C11tKsg
10,5,strawberry moon,IU,7,1208593,-7.7%,https://www.youtube.com/watch?v=sqgxcCjD04s
11,48,I'm a 빛,Hwa Sa,2,1135836,145.5%,https://www.youtube.com/watch?v=s1kwS3riCQI
12,7,My Universe (Live),Coldplay & BTS,10,1054265,-19.2%,https://www.youtube.com/watch?v=3YqPKLZF_WU
13,11,OHAYO MY NIGHT,디핵 (D-Hack) & Pateko,26,991288,-12.4%,https://www.youtube.com/watch?v=9Unrl9Yi55s
14,13,Celebrity,IU,45,987643,-1.3%,https://www.youtube.com/watch?v=0-q1KafFCLU
15,14,Cold Blooded,Jessi,8,905791,-6%,https://www.youtube.com/watch?v=1JHOl9CSmXk
16,12,The Feels,TWICE,9,891856,-20.2%,https://www.youtube.com/watch?v=f5_wn8mexmM
17,9,Memories of You and Me,"YUMDDA, TOIL, Koonta, Basick, 365LIT, JI SANG & Song Min Young",4,863721,-29.2%,https://www.youtube.com/watch?v=GxPwpZBp788
18,20,Permission to Dance,BTS,21,837958,6%,https://www.youtube.com/watch?v=CuklIb9d3fI
19,15,색안경 (STEREOTYPE),STAYC,13,834298,-10.2%,https://www.youtube.com/watch?v=Xmxcnf2v_gs
20,17,곡예사 (Acrobat),Gwangil Jo,40,825188,-2.9%,https://www.youtube.com/watch?v=aKuS6T2SZoI
21,22,낙하(NAKKA),AKMU & IU,19,771943,3.1%,https://www.youtube.com/watch?v=EtiPbWzUY9o
22,18,신호등,Lee Mujin,29,768008,-6.7%,https://www.youtube.com/watch?v=9Ibf10h9U0c
23,16,LOCO,ITZY,10,765796,-13.5%,https://www.youtube.com/watch?v=MjCZfZfucEc
24,25,My Starry Love (별빛 같은 나의 사랑아),Lim Young-woong,39,762052,2.1%,https://www.youtube.com/watch?v=oQW9lY1ZAJA
25,23,사이렌 (Siren) [Remix],Homies,46,709279,-5.2%,https://www.youtube.com/watch?v=vvTO3c-h0ZI
26,28,Dun Dun Dance,OH MY GIRL,30,707728,2.9%,https://www.youtube.com/watch?v=HzOjwL7IP_o
27,24,XOXO,JEON SOMI,5,654437,-12.4%,https://www.youtube.com/watch?v=H8kqPkEXP_E
28,19,롤린 (Rollin'),Brave Girls,45,653415,-20.1%,https://www.youtube.com/watch?v=nw6mcjNlh8E
29,21,MONEY,LISA,11,647617,-17.9%,https://www.youtube.com/watch?v=dNCWe_6HAM8
30,29,Weekend,TAEYEON,22,646752,-5.4%,https://www.youtube.com/watch?v=RmuL-BPFi2Q
31,26,Tiny Riot,Sam Ryder,19,636704,-13.4%,https://www.youtube.com/watch?v=KgSHOOKrZIg
32,,BE ! (feat. Paloalto & lIlBOI),sokodomo,1,618010,,https://www.youtube.com/watch?v=tKKk3jgjaMo
33,37,LILAC,IU,37,614631,2.3%,https://www.youtube.com/watch?v=v7bnOxV4jAc
34,33,Suddenly,BEO,5,608890,-0.9%,https://www.youtube.com/watch?v=H8VwHCvWQYE
35,40,찰나가 영원이 될 때,MAKTUB,11,595938,9.6%,https://www.youtube.com/watch?v=tL7HKKEoW1Y
36,30,Queendom,Red Velvet,16,594379,-10.3%,https://www.youtube.com/watch?v=c9RzZpV460k
37,38,ASAP,STAYC,34,554540,-7%,https://www.youtube.com/watch?v=NsY-9MCOIAQ
38,31,힘을 내세요,Lee Chanwon,8,549265,-12.4%,https://www.youtube.com/watch?v=wBnZWzQirdg
39,36,어제 너는 나를 버렸어  (Yesterday You Left Me),10CM,3,539867,-10.5%,https://www.youtube.com/watch?v=bYleMOXKggY
40,,Waterbomb (feat. Gaeko & Nucksal),Gwangil Jo,1,538597,,https://www.youtube.com/watch?v=AFGKadHQWzc
41,34,STAY,The Kid Laroi & Justin Bieber,21,529133,-12.8%,https://www.youtube.com/watch?v=kTJczUoc26U
42,32,Rock with you,SEVENTEEN,6,522994,-16.6%,https://www.youtube.com/watch?v=WpuatuzSDK4
43,42,메밀꽃 필무렵,Lee Chanwon,8,516946,-2.1%,https://www.youtube.com/watch?v=MlqXmwDuwhc
44,50,Better,BoA,17,514820,15.5%,https://www.youtube.com/watch?v=fOxl2OIOVII
45,,Last Christmas,johnny orlando,1,482571,,https://www.youtube.com/watch?v=JTcBcGbIBG4
46,,Killing Me,CHUNG HA,1,456054,,https://www.youtube.com/watch?v=RHw1a0WESuA
47,46,Tiny Riot (Acoustic) [Live],Sam Ryder,6,443090,-8.3%,https://www.youtube.com/watch?v=AX7BcBD8-BA
48,47,DUMB DUMB,JEON SOMI,18,435176,-8.2%,https://www.youtube.com/watch?v=tg2uF3R_Ozo
49,61,Shivers,Ed Sheeran,12,424907,16.9%,https://www.youtube.com/watch?v=Il0S8BoucSA
50,39,GLASSY,JO YURI,9,420974,-25.4%,https://www.youtube.com/watch?v=AQt4K08L_m8
51,,다음 겨울에도 여기서 만나,"유희열, Yoo Jae-suk, Jung Jae-hyung, Lucid Fall, Peppertones, Park Sae Byul, SAM KIM, Lee Jin-ah, Kwon Jin-ah, Jung Seung Hwan, 윤석철, 적재, Lee Mi-joo & Seo Dong Hwan",1,419378,,https://www.youtube.com/watch?v=-3iBYJVjvzo
52,35,Rush Hour,MONSTA X,2,415880,-31.5%,https://www.youtube.com/watch?v=qRdTyoZd3rg
53,56,너를 생각해,Joosiq,8,412004,3.5%,https://www.youtube.com/watch?v=zeI1RXSK1YY
54,60,Toxic,BoyWithUke,5,399035,6.2%,https://www.youtube.com/watch?v=Mvaosumc4hU
55,76,All I Want For Christmas Is You,Mariah Carey,32,398224,46.7%,https://www.youtube.com/watch?v=aAkMkVFwAoo
56,,오르트구름 (Live),Younha,1,374476,,https://www.youtube.com/watch?v=TqFLIZG_aXA
57,64,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,13,370704,20.9%,https://www.youtube.com/watch?v=uO59tfQ2TbA
