Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Dynamite,BTS,16,4291412,-23.8%,https://www.youtube.com/watch?v=gdZLi9oWNZg
2,,Panorama,IZ*ONE,1,3045574,,https://www.youtube.com/watch?v=G8GaQdW2wHc
3,2,Life Goes On,BTS,3,2048235,-46.3%,https://www.youtube.com/watch?v=-5q5mZbe3V8
4,4,VVS (feat. JUSTHIS),"Mirani, Munchman, Khundi Panda & MUSHVENOM",3,2026978,-16.6%,https://www.youtube.com/watch?v=hq9hcJIzB6w
5,5,Lovesick Girls,BLACKPINK,10,1862956,-15.2%,https://www.youtube.com/watch?v=dyRsYk0LyA8
6,6,테스형!,Na Hoon-a,11,1805342,4.3%,https://www.youtube.com/watch?v=MRrXRlVd0P0
7,3,Black Mamba,aespa,4,1746816,-29.6%,https://www.youtube.com/watch?v=ZeerrnuLi5E
8,7,I CAN'T STOP ME,TWICE,7,1418911,-8.2%,https://www.youtube.com/watch?v=CM4CkVFmTds
9,9,HERO,Lim Young-woong,6,1044501,-8.6%,https://www.youtube.com/watch?v=4jXLHKMRA-E
10,18,さくらんぼ,Ai Otsuka,3,964608,32%,https://www.youtube.com/watch?v=upODO6OuOOk
11,11,When We Disco,J.Y. Park  & SUNMI,18,921842,0.1%,https://www.youtube.com/watch?v=zrsBjYukE8s
12,10,잠이 오질 않네요,Jang Beom June,7,893016,-8.1%,https://www.youtube.com/watch?v=K0qKtn5VPUE
13,8,MAGO,GFRIEND  ,5,886694,-29.6%,https://www.youtube.com/watch?v=LmBYPXGqtss
14,13,How You Like That,BLACKPINK,24,863266,-3.4%,https://www.youtube.com/watch?v=ioNng23DkIM
15,14,취기를 빌려 (Slightly Tipsy),Sandeul,20,821278,-1.1%,https://www.youtube.com/watch?v=2COAu1l6hUQ
16,16,딩가딩가 (Dingga),MAMAMOO,8,698059,-9.5%,https://www.youtube.com/watch?v=dfl9KIX1WpU
17,12,AYA,MAMAMOO,6,680764,-24%,https://www.youtube.com/watch?v=UoI9riNffEU
18,31,All I Want For Christmas Is You,Mariah Carey,26,602867,21.4%,https://www.youtube.com/watch?v=aAkMkVFwAoo
19,,Abyss,Jin,1,597930,,https://www.youtube.com/watch?v=aqtSOksH-NE
20,,RESONANCE,NCT,1,588153,,https://www.youtube.com/watch?v=0IpbvXVbBYA
21,30,밤하늘의 별을 (Shiny Star),KyoungSeo,4,578431,15.2%,https://www.youtube.com/watch?v=NuTNPV72rFo
22,21,Savage Love (Laxed – Siren Beat)),"BTS, Jason Derulo & Jawsh 685",11,566573,-16.1%,https://www.youtube.com/watch?v=qvu4nPMyl3U
23,37,Santa Tell Me,Ariana Grande,24,539889,16.1%,https://www.youtube.com/watch?v=nlR0MkrRklg
24,45,범 내려 온다 (Tiger is Coming) [Live],LEENALCHI,13,527100,20.4%,https://www.youtube.com/watch?v=t0BHhqw_Ecc
25,23,SO BAD,STAYC,5,526097,-17.3%,https://www.youtube.com/watch?v=gMe1c4UegBY
26,25,Make A Wish (Birthday Song),NCT U,9,525939,-14%,https://www.youtube.com/watch?v=tyrVtwE8Gv0
27,26,에잇 (feat. SUGA of BTS),IU,32,507115,-10.1%,https://www.youtube.com/watch?v=TgOu00Mf3kI
28,29,살짝 설렜어 (Nonstop),OH MY GIRL,33,506644,-0.4%,https://www.youtube.com/watch?v=iDjQSdN_ig8
29,15,90's Love,NCT U,3,477643,-42.2%,https://www.youtube.com/watch?v=A5H8zBb3iao
30,28,힘든 건 사랑이 아니다,Im Chang-jung,8,466078,-11.5%,https://www.youtube.com/watch?v=JsCaNB_uSpc
31,,Mask On (feat. Paloalto & Coogie),Layone,1,459530,,https://www.youtube.com/watch?v=6p5Qcfi1_5c
32,,WANNABE,ITZY,40,451134,,https://www.youtube.com/watch?v=fE2h3lGlOsk
33,39,Actually.. I miss you (사실 나는) (feat. Gunho Jeon),GyeongseoYeji,8,449447,-0.2%,https://www.youtube.com/watch?v=YJInKpVsBQA
34,52,Better,BoA,2,445551,13%,https://www.youtube.com/watch?v=fOxl2OIOVII
35,35,어떻게 지내 (I Need You),OVAN,40,444219,-5.1%,https://www.youtube.com/watch?v=rVXeArOQIs4
36,19,Dream of You (feat. R3HAB),CHUNG HA,2,442169,-36.4%,https://www.youtube.com/watch?v=K1caxbWpgZA
37,,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,1,439214,,https://www.youtube.com/watch?v=G2bx3FzgJ6o
38,40,눈누난나 (NUNU NANA),Jessi,19,426847,-4.3%,https://www.youtube.com/watch?v=tJQaUW36pMw
39,41,Ice Cream,BLACKPINK & Selena Gomez,15,408802,-8%,https://www.youtube.com/watch?v=vRXZj0DzXIA
40,42,Pretty Savage,BLACKPINK,10,406041,-8.2%,https://www.youtube.com/watch?v=F8c8f2nK82w
41,36,곡예사 (Acrobat),Gwangil Jo,29,395550,-15.2%,https://www.youtube.com/watch?v=aKuS6T2SZoI
42,,Hong Rang,Lim Young-woong,1,394129,,https://www.youtube.com/watch?v=aMXornMprIw
43,17,음 (Mmmh),KAI of EXO,2,392651,-46.4%,https://www.youtube.com/watch?v=Fc-fa6cAe2c
44,22,Blue & Grey,BTS,3,388057,-39.8%,https://www.youtube.com/watch?v=KCssqGPEWvM
45,49,ON,BTS,42,387870,-5.4%,https://www.youtube.com/watch?v=mPVDGOVjRQ0
46,56,Snowman,Sia,17,382028,8%,https://www.youtube.com/watch?v=gset79KMmt0
47,33,ALIEN,LEE SUHYUN,8,367268,-22.8%,https://www.youtube.com/watch?v=GywDFkY3z-c
48,44,덤디덤디 (DUMDi DUMDi),(G)I-DLE,19,364407,-16.9%,https://www.youtube.com/watch?v=HPQ5mqovXHo
49,,Psycho,Red Velvet,50,362798,,https://www.youtube.com/watch?v=uR8Mrt1IpXg
