Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,2,IDOL,BTS,5,2287789,-8.4%,https://www.youtube.com/watch?v=pBuZEGYXA6E
2,1,Siren (사이렌),SUNMI,4,2164516,-15.6%,https://www.youtube.com/watch?v=TNWMZIf7eSg
3,76,하루도 그대를 사랑하지 않은 적이 없었다,Im Chang-jung,2,1699443,816.8%,https://www.youtube.com/watch?v=Xaqpvy-ZbMg
4,3,Power Up,Red Velvet,8,1502992,-2.2%,https://www.youtube.com/watch?v=aiHSVQy9xN8
5,4,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,14,1319233,2.5%,https://www.youtube.com/watch?v=IHNzOHi8sJs
6,5,Dance The Night Away,TWICE,11,1211976,0.8%,https://www.youtube.com/watch?v=Fm5iP0S1z9w
7,20,우리 그만하자 (The Hardest Part),Roy Kim,2,1159307,119.9%,https://www.youtube.com/watch?v=fB406grTgz4
8,58,유재석,VINXEN,2,1052608,294.7%,https://www.youtube.com/watch?v=eZExMa_ioAY
9,8,"모든 날, 모든 순간 (Every day, Every Moment)",Paul Kim,27,978718,3.6%,https://www.youtube.com/watch?v=1q_t6RNuH8c
10,12,IndiGO,"JUSTHIS, Kid Milli, NO:EL   & --",14,924946,34.5%,https://www.youtube.com/watch?v=jd2DxTR0znU
11,7,HANN (Alone) (한) (一),(G)I-DLE,7,843737,-17.5%,https://www.youtube.com/watch?v=OKNXn2qCEws
12,10,lie (미안해),Yang Da Il,28,823284,5.7%,https://www.youtube.com/watch?v=1icPJAhI2TA
13,9,BAAM,MOMOLAND,13,813841,2.2%,https://www.youtube.com/watch?v=txWmd7QKFe8
14,14,LOVE SCENARIO,iKON,36,755364,17.1%,https://www.youtube.com/watch?v=vecSVX1QYbQ
15,6,몰랐니 (Lil' Touch),Girls' Generation-Oh!GG,4,717822,-34.6%,https://www.youtube.com/watch?v=SdzLl-XpJt0
16,15,"셋 셀테니 (1, 2, 3!)",SEUNGRI,10,651636,5.3%,https://www.youtube.com/watch?v=Q7sHwg2Z21U
17,11,죽겠다(KILLING ME),iKON,9,638983,-15.4%,https://www.youtube.com/watch?v=RyVS7R9PN6U
18,17,FAKE LOVE,BTS,17,615637,0.9%,https://www.youtube.com/watch?v=cibTjNJkaMk
19,27,iffy,"Sik-K, pH-1 & Jay Park",23,582131,21%,https://www.youtube.com/watch?v=Q8AK_wfGhkg
20,22,BBoom BBoom(뿜뿜),MOMOLAND,38,570004,13.8%,https://www.youtube.com/watch?v=JQGRg8XBnB4
21,13,I'M FINE,BTS,5,565074,-12.5%,https://www.youtube.com/watch?v=dyXhcS04MVY
22,21,Travel(여행),BOL4,18,554842,8.4%,https://www.youtube.com/watch?v=xRbPAVnqtcs
23,24,What is Love?,TWICE,25,533628,7.2%,https://www.youtube.com/watch?v=i0p1bmr0EmE
24,33,"Love, ing (열애중)",BEN,16,533307,28%,https://www.youtube.com/watch?v=WBahioCWfFQ
25,25,Remember Me (불꽃놀이),OH MY GIRL,3,523599,6%,https://www.youtube.com/watch?v=RrvdjyIL0fA
26,18,Bad Boy,Red Velvet,36,491467,-17.1%,https://www.youtube.com/watch?v=J_CFBjAyPWE
27,36,그때 헤어지면 돼 (Only then),Roy Kim,29,488774,25.5%,https://www.youtube.com/watch?v=SkN_hWI6n28
28,16,Work Out,"Jvcki Wai, Kid Milli, NO:EL  , YANGHONGWON & Swings",13,481659,-21.7%,https://www.youtube.com/watch?v=eeT87k7shpA
29,23,지나오다,Nilo,26,472444,-5.2%,https://www.youtube.com/watch?v=
30,32,넋두리,--,26,447216,0.9%,https://www.youtube.com/watch?v=C2Joup07VbA
31,26,1도 없어(I'm so sick),Apink,13,444180,-10%,https://www.youtube.com/watch?v=gQmw-Pmv5DQ
32,64,"부탁해(Save Me, Save You)",WJSN,2,442721,85.6%,https://www.youtube.com/watch?v=2wOBbRu3OOc
33,34,비 (Rain),Paul Kim,14,441215,8%,https://www.youtube.com/watch?v=9jFZdu0zTEA
34,29,LATATA,(G)I-DLE,14,430915,-7.2%,https://www.youtube.com/watch?v=9mQk7Evt6Vs
35,38,가을 안부 (When Autumn Comes),Monday Kiz,41,402833,4.6%,https://www.youtube.com/watch?v=rGVRvhm7ddk
36,31,Rumor,H.I.N.P(Hot Issue of Ntl. Producers),6,401367,-10.5%,https://www.youtube.com/watch?v=HtsbVEC_Cmo
37,28,좋은 날 (Good Day),MeloMance,11,388329,-17.9%,https://www.youtube.com/watch?v=5uEVbzD_Ta4
38,37,NOAH (feat. Jay Park),HAON,3,361732,-6.3%,https://www.youtube.com/watch?v=HWl8XAOQnTg
39,35,Love U,CHUNG HA,11,351397,-10.6%,https://www.youtube.com/watch?v=mtLgabce8KQ
40,44,Roller Coaster,CHUNG HA,37,345389,4.3%,https://www.youtube.com/watch?v=900X9fDFLc4
41,42,이 별 (Star),GB9,34,343483,2.1%,https://www.youtube.com/watch?v=kgspMLLZosE
42,56,WHY DO FUCKBOIS HANG OUT ON THE NET,Kid Milli,3,341068,22%,https://www.youtube.com/watch?v=xGxiqglTrN8
43,61,아름다워,CHANGMO,24,340893,38.8%,https://www.youtube.com/watch?v=ywwU5ka1fBs
44,39,TWENTY(스무살이 왜이리 능글맞아) (Feat. 숀(SHAUN)),OVAN,5,334347,-12.2%,https://www.youtube.com/watch?v=oC0ZdfAdtpw
45,49,그날처럼 (Good old days),Jang Deok Cheol,36,329775,6.7%,https://www.youtube.com/watch?v=v6_GwXU1lkg
46,46,My Way,ISU,44,327509,3.3%,https://www.youtube.com/watch?v=lXi8y3g4PP4
47,50,폰서트,10CM,25,319748,3.9%,https://www.youtube.com/watch?v=mOo8bVzN9M8
48,40,매트리스(Matress),10CM,5,319234,-7.5%,https://www.youtube.com/watch?v=seNNCbiXTSY
49,43,Tale(동화),MeloMance,12,314463,-6%,https://www.youtube.com/watch?v=FoYyqHqbnxc
50,53,Believer,Imagine Dragons,20,313615,5.8%,https://www.youtube.com/watch?v=7wtfhZwyrcc
51,51,Egotistic(너나 해),MAMAMOO,11,292143,-2.9%,https://www.youtube.com/watch?v=pHtxTSiPh5I
52,48,왜 몰랐을까 (No Longer Mine),--,5,287821,-7%,https://www.youtube.com/watch?v=x7zTXv3SjmM
53,,Havana (feat. Young Thug),Camila Cabello,44,278470,,https://www.youtube.com/watch?v=BQ0mxQXmLsk
54,62,Jasmine,DPR LIVE,11,278268,14.2%,https://www.youtube.com/watch?v=Jg9NbDizoPM
55,41,Naughty boy (청개구리),PENTAGON,3,277829,-17.4%,https://www.youtube.com/watch?v=Y90uGW5z2MM
56,57,사랑했었다 (Still love you),Lee Hong Gi & --,18,272843,1.1%,https://www.youtube.com/watch?v=oXCXlPJ57rE
57,81,Fire(화),Mad Clown,2,265957,49.8%,https://www.youtube.com/watch?v=XzNqcc__uRs
58,69,party (SHUT DOWN),Sik-K,10,252377,13.7%,https://www.youtube.com/watch?v=1_BTuzaRHYU
59,47,RETRO FUTURE,Triple H,10,237757,-24.9%,https://www.youtube.com/watch?v=oT8eXpXymmA
60,,선물 (Gift),MeloMance,38,237723,,https://www.youtube.com/watch?v=qYYJqWsBb1U
