Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Feel Special,TWICE,4,2250926,-11.7%,https://www.youtube.com/watch?v=3ymwOvzhwHs
2,6,Workaholic,BOL4,6,1126178,3.4%,https://www.youtube.com/watch?v=mrAIqeULUL0
3,3,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지 (How can I love the heartbreak, you`re the one I love)",AKMU,3,1083182,-12.5%,https://www.youtube.com/watch?v=m3DZsBw5bnE
4,4,오늘도 빛나는 너에게 (To You My Light) (feat. Leeraon),Maktub,18,970832,-15.2%,https://www.youtube.com/watch?v=kNYA3H1jSSs
5,9,ICY,ITZY,12,969388,3.8%,https://www.youtube.com/watch?v=zndvqTc4P9I
6,8,Daredevil(천둥벌거숭이) (feat. Jvcki Wai & YUMDDA),ZICO,3,937857,-2.8%,https://www.youtube.com/watch?v=yp26FJduCFc
7,5,Phocha,NC.A,17,921811,-17.6%,https://www.youtube.com/watch?v=wDq2W1fAnq4
8,15,Siren (사이렌),SUNMI,29,892851,46.7%,https://www.youtube.com/watch?v=TNWMZIf7eSg
9,27,DALLA DALLA (달라달라),ITZY,36,751425,56.7%,https://www.youtube.com/watch?v=pNfTK39k55U
10,7,Chicken Noodle Soup (feat. Becky G),J-Hope,3,740342,-24.5%,https://www.youtube.com/watch?v=i23NEQEFpgQ
11,10,FANCY,TWICE,26,726903,-10.3%,https://www.youtube.com/watch?v=kOHB85vDuow
12,11,2002,Anne-Marie,45,693842,-11.4%,https://www.youtube.com/watch?v=Il-an3K9pjg
13,12,Señorita,Shawn Mendes & Camila Cabello,17,656051,-12.1%,https://www.youtube.com/watch?v=Pkh8UtuejGw
14,,고블린 Goblin,Sulli,2,654475,,https://www.youtube.com/watch?v=P5uE7KDkDFE
15,13,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey) (feat. Halsey),BTS,27,642557,-5.5%,https://www.youtube.com/watch?v=XsX3ATc3FbA
16,18,음파음파 Umpah Umpah,Red Velvet,8,636581,15.2%,https://www.youtube.com/watch?v=vHS9E6JFja8
17,2,Jopping (Live),SuperM,2,612090,-55.5%,https://www.youtube.com/watch?v=pAnK1y7qjuE
18,17,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,Jang Beom June,4,597242,0.3%,https://www.youtube.com/watch?v=YBEUXfT7_48
19,51,YES,"Fat Joe, Cardi B & Anuel AA",2,581881,102.8%,https://www.youtube.com/watch?v=mwwvOwhNF6M
20,14,술이 문제야 (Drunk On Love),Jang Hye-jin & Yoon Min Soo,17,530127,-13.5%,https://www.youtube.com/watch?v=XcbEM7j_ARQ
21,16,가라사대 (GOTTASADAE),BewhY,12,515139,-14.6%,https://www.youtube.com/watch?v=ckZor7HRU1E
22,20,니 소식,--,15,508312,-6.5%,https://www.youtube.com/watch?v=eMZmNisWFvM
23,21,bad guy,Billie Eilish,29,472294,-8.3%,https://www.youtube.com/watch?v=DyDfgMOUjCI
24,19,Kill This Love,BLACKPINK,28,465753,-15.5%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
25,22,Lean On Me (나의 어깨에 기대어요),10CM,13,455884,-11.5%,https://www.youtube.com/watch?v=TMy7emb2Y0I
26,,MUMBLE,Hyungdon & Daejun,1,434805,,https://www.youtube.com/watch?v=KDiHIoaoPU0
