Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,LALALAY(날라리),SUNMI,25,1557010,-6.4%,https://www.youtube.com/watch?v=LrggmyDhWBo
2,2,ICY,ITZY,8,1304778,-19.5%,https://www.youtube.com/watch?v=zndvqTc4P9I
3,4,Phocha,Hwang In Wook,13,1255389,-5.3%,https://www.youtube.com/watch?v=g6uvXiLNrxM
4,,Vampire,IZ*ONE,1,1080075,,https://www.youtube.com/watch?v=nRYCLOTRAK4
5,6,FANCY,TWICE,22,1051315,2.1%,https://www.youtube.com/watch?v=kOHB85vDuow
6,3,음파음파 Umpah Umpah,Red Velvet,4,971610,-36.8%,https://www.youtube.com/watch?v=vHS9E6JFja8
7,5,오늘도 빛나는 너에게 (To You My Light) (feat. Raon Lee),Maktub,14,948255,-9.5%,https://www.youtube.com/watch?v=kNYA3H1jSSs
8,8,2002,Anne-Marie,41,788194,-21.8%,https://www.youtube.com/watch?v=Il-an3K9pjg
9,12,Snapping,CHUNG HA,12,767626,7.2%,https://www.youtube.com/watch?v=deV_DmHKwjc
10,11,Señorita,Shawn Mendes & Camila Cabello,13,751500,-2.7%,https://www.youtube.com/watch?v=Pkh8UtuejGw
11,10,Boy With Luv (feat. Halsey),BTS,23,725479,-7.6%,https://www.youtube.com/watch?v=XsX3ATc3FbA
12,9,술이 문제야 (Drunk On Love),Jang Hye-jin & Yoon Min Soo,13,720890,-11.5%,https://www.youtube.com/watch?v=XcbEM7j_ARQ
13,,Fear,SEVENTEEN,1,660572,,https://www.youtube.com/watch?v=ap14O5-G7UA
14,7,Workaholic,BOL4,2,659718,-35.2%,https://www.youtube.com/watch?v=mrAIqeULUL0
15,14,가라사대 (GOTTASADAE),BewhY,8,613850,-7.1%,https://www.youtube.com/watch?v=ckZor7HRU1E
16,13,Lean On Me (나의 어깨에 기대어요),10CM,9,612961,-11.3%,https://www.youtube.com/watch?v=WD4E_XXd53s
17,15,FLASH (엑스원),X1,4,589788,-9.7%,https://www.youtube.com/watch?v=LlQEKB2H7z4
18,17,Kill This Love,BLACKPINK,24,562304,-11.1%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
19,20,달라달라(DALLA DALLA),ITZY,32,559775,-4.4%,https://www.youtube.com/watch?v=pNfTK39k55U
20,16,Done For Me,Punch(펀치),4,498033,-22.1%,https://www.youtube.com/watch?v=
21,18,Adios,EVERGLOW,4,488154,-17.8%,https://www.youtube.com/watch?v=4gX_p1VkgA4
22,23,Speechless (Full),Naomi Scott,17,484765,-0.8%,https://www.youtube.com/watch?v=mw5VIEIvuMI
23,19,bad guy,Billie Eilish,25,475178,-19.4%,https://www.youtube.com/watch?v=DyDfgMOUjCI
24,21,Uh-Oh,(G)I-DLE,12,437038,-24.5%,https://www.youtube.com/watch?v=I66oFXdf0KU
25,63,HIT,SEVENTEEN,6,417485,66.5%,https://www.youtube.com/watch?v=F9CrRG6j2SM
26,24,Me After You (너를 만나),--,46,416758,-5.9%,https://www.youtube.com/watch?v=YBzJ0jmHv-4
27,25,If there was practice in love(사랑에 연습이 있었다면),Lim Jae Hyun,25,415893,-3.4%,https://www.youtube.com/watch?v=kXAvbHPdTZ0
28,38,"AMBITION (feat. ASH ISLAND, Keem Hyo-eun, Hash Swan & CHANGMO)",Leellamarz,12,371287,10.7%,https://www.youtube.com/watch?v=K7o4nYV0ns4
29,32,YES or YES,TWICE,46,364975,-1%,https://www.youtube.com/watch?v=mAKsZ26SabQ
30,26,How about you(너는 어땠을까),--,40,364334,-11.7%,https://www.youtube.com/watch?v=TmyMV2Nj42Q
31,27,내 목소리 들리니,BEN,6,355653,-12%,https://www.youtube.com/watch?v=d_tz_ZbkexI
32,28,Violeta (비올레타),IZ*ONE,25,349235,-12.6%,https://www.youtube.com/watch?v=6eEZ7DJMzuk
33,49,25,BOL4,2,345821,19.6%,https://www.youtube.com/watch?v=SNS2tOGGGRk
34,33,Way Back Home,SHAUN,7,331538,-7.7%,https://www.youtube.com/watch?v=NyTH_U88bK0
35,29,Another Day (먼데이 키즈(Monday Kiz) & Punch(펀치)),먼데이 키즈(Monday Kiz) & Punch(펀치),10,329727,-16.9%,https://www.youtube.com/watch?v=G6tW8eKUR1E
36,40,시든 꽃에 물을 주듯,HYNN,8,319783,-3.6%,https://www.youtube.com/watch?v=abQ2AYUyrb8
37,37,La Vie en Rose,--,47,313432,-6.7%,https://www.youtube.com/watch?v=WZwr2a_lFWY
38,43,벗,Nilo,4,304070,-6.8%,https://www.youtube.com/watch?v=SGgyHFGtCA0
39,46,벌써 12시 (Gotta Go),CHUNG HA,38,296328,-5.8%,https://www.youtube.com/watch?v=HlN2BXNJzxA
40,45,All I Wanna Do [Korean Version] (feat. Hoody & Loco),Jay Park,23,295701,-6.1%,https://www.youtube.com/watch?v=ME_g_-M52cI
41,,Good Luck,AOA,19,292661,,https://www.youtube.com/watch?v=sno_genwMz8
42,34,SOLO,Jennie,44,291375,-16%,https://www.youtube.com/watch?v=b73BI9eUkjM
43,55,Senorita,(G)I-DLE,22,273391,-0.1%,https://www.youtube.com/watch?v=2cevbhEqQF4
44,42,내 안부,LEEWOO,9,273300,-16.4%,https://www.youtube.com/watch?v=41T4q6WyEA0
45,50,Rooftop (옥탑방),N.Flying,30,271929,-5.4%,https://www.youtube.com/watch?v=VpaUh_BGqE0
46,61,BANANA CHACHA,MOMOLAND,9,267692,5%,https://www.youtube.com/watch?v=Zx58FMoPZEI
47,31,Circles,Post Malone,3,260131,-33.5%,https://www.youtube.com/watch?v=wXhTHyIgQ_U
48,,Don’t Call Me Angel (Charlie’s Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",1,250820,,https://www.youtube.com/watch?v=leopt__ATR0
49,44,Bad Boy,Red Velvet,8,249186,-22.3%,https://www.youtube.com/watch?v=J_CFBjAyPWE
50,,BBIBBI(삐삐),IU,30,247590,,https://www.youtube.com/watch?v=nM0xDI5R50E
51,48,Birthday,JEON SOMI,14,245485,-17.8%,https://www.youtube.com/watch?v=oDJ4ct59NC4
52,39,BUNGEE,OH MY GIRL,6,240206,-28.3%,https://www.youtube.com/watch?v=QTD_yleCK9Y
53,67,기억하나요 내 모든 날과 그때를,Gummy,7,239157,3.7%,https://www.youtube.com/watch?v=usWyFHtChLk
54,58,My love has faded away (사랑이 식었다고 말해도 돼),Monday Kiz,16,235005,-9.8%,https://www.youtube.com/watch?v=tlHTOlnPcbs
55,65,꿈속에 너 (feat. Jeon Sang Keun),에이치코드 (H:CODE),3,233673,-3.3%,https://www.youtube.com/watch?v=mNHTgMgfkQM
56,52,Forever Young (Live),BLACKPINK,5,231838,-18.4%,https://www.youtube.com/watch?v=kcILkMCib0E
57,53,내 맘을 볼수 있나요,Heize,5,229077,-18.6%,https://www.youtube.com/watch?v=LIK6AGpCoYA
58,60,그때가 좋았어 (The day was beautiful),Kassy,17,228648,-10.5%,https://www.youtube.com/watch?v=
59,36,Good Bye,Fiinn,3,226122,-32.7%,https://www.youtube.com/watch?v=U_dpIqCDcZk
60,,XX,BOL4,1,223225,,https://www.youtube.com/watch?v=pYeQO5A126I
61,54,A Whole New World,Mena Massoud & Naomi Scott,17,220420,-19.6%,https://www.youtube.com/watch?v=eitDnP0_83k
62,57,친구로 지내자면서,Hwang In Wook,12,219885,-17.3%,https://www.youtube.com/watch?v=Sg3pl8KNEXI
63,100,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,Jang Beom June,2,217837,39.1%,https://www.youtube.com/watch?v=YBEUXfT7_48
64,,Liar,Camila Cabello,1,208923,,https://www.youtube.com/watch?v=KsDZix4ZSlU
65,64,짐살라빔 (Zimzalabim),Red Velvet,13,199801,-19.7%,https://www.youtube.com/watch?v=YBnGBb1wg98
66,,Siren (사이렌),SUNMI,23,197505,,https://www.youtube.com/watch?v=TNWMZIf7eSg
67,,그 길에서,DIA,1,196019,,https://www.youtube.com/watch?v=fEYF3T0kQEo
68,70,Fever(열대야),GFRIEND  ,11,195757,-12.7%,https://www.youtube.com/watch?v=Zll7O1v63aY
69,75,'너에게 못했던 내 마지막 말은,Davichi,18,193417,-10%,https://www.youtube.com/watch?v=84R5AS0tfkQ
70,69,Can I Love ? (feat. youra),Cosmic Boy,7,192607,-14.8%,https://www.youtube.com/watch?v=HmKgFJGn46Q
71,,Like A Cat (사뿐사뿐),AOA,4,187710,,https://www.youtube.com/watch?v=qEYOyZVWlzs
72,78,Earth,Lil Dicky,20,187158,-4.9%,https://www.youtube.com/watch?v=pvuN_WvF1to
73,76,All about you (그대라는 시),TAEYEON,8,186247,-11.4%,https://www.youtube.com/watch?v=QF7FydI-TZQ
74,73,Story of night fall(가을밤 떠난 너),Kassy(케이시),2,185854,-14.1%,https://www.youtube.com/watch?v=X3_BHL8yK9I
75,66,다시 만날까 봐,V.O.S,3,185414,-22.1%,https://www.youtube.com/watch?v=0tFB1nxEi3s
76,62,Chica,CHUNG HA,9,182958,-27.8%,https://www.youtube.com/watch?v=cXEwBtC5CcE
77,,Swalla (feat. Ty Dolla $ign & Nicki Minaj),Jason Derulo,1,180680,,https://www.youtube.com/watch?v=NGLxoKOvzu4
