Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,BBIBBI(삐삐),IU,1,4445828,,https://www.youtube.com/watch?v=nM0xDI5R50E
2,1,하루도 그대를 사랑하지 않은 적이 없었다,Im Chang-jung,5,1978774,-17.3%,https://www.youtube.com/watch?v=Xaqpvy-ZbMg
3,2,IDOL,BTS,8,1349327,-19.4%,https://www.youtube.com/watch?v=pBuZEGYXA6E
4,5,DDU-DU DDU-DU (뚜두뚜두),BLACKPINK,17,1311318,1%,https://www.youtube.com/watch?v=IHNzOHi8sJs
5,6,Power Up,Red Velvet,11,1229343,-2.7%,https://www.youtube.com/watch?v=aiHSVQy9xN8
6,4,IndiGO,"JUSTHIS, Kid Milli, NO:EL   & --",17,1142043,-12.8%,https://www.youtube.com/watch?v=jd2DxTR0znU
7,9,"모든 날, 모든 순간 (Every day, Every Moment)",Paul Kim,30,1045727,-6.4%,https://www.youtube.com/watch?v=1q_t6RNuH8c
8,8,Siren (사이렌),SUNMI,7,981152,-19.4%,https://www.youtube.com/watch?v=TNWMZIf7eSg
9,3,BAAM,MOMOLAND,16,885098,-44.6%,https://www.youtube.com/watch?v=txWmd7QKFe8
10,7,Wow Thing,"SEULGI, SinB, CHUNG HA & JEON SOYEON",3,868667,-30%,https://www.youtube.com/watch?v=KR5CtMLuiqQ
11,10,GOODBYE ROAD (이별길),iKON,3,837627,-22.5%,https://www.youtube.com/watch?v=2O6dRaBbFoo
12,65,LOVE BOMB,fromis_9,2,781112,252.7%,https://www.youtube.com/watch?v=-SK6cvkK4c0
13,12,우리 그만하자 (The Hardest Part),Roy Kim,5,772197,-19.9%,https://www.youtube.com/watch?v=fB406grTgz4
14,14,Dance The Night Away,TWICE,14,736265,-14.2%,https://www.youtube.com/watch?v=Fm5iP0S1z9w
15,45,It Takes Time(시간이 들겠지) (feat. Colde),Loco,2,731115,102.4%,https://www.youtube.com/watch?v=YfQzz00Oc_M
16,17,FAKE LOVE,BTS,20,693516,13.9%,https://www.youtube.com/watch?v=cibTjNJkaMk
17,11,BBoom BBoom(뿜뿜),MOMOLAND,41,674512,-35.3%,https://www.youtube.com/watch?v=JQGRg8XBnB4
18,39,"가을 타나 봐 유스케( LIVE )( VIBE ,MAJOR9)",VIBE,3,665130,60%,https://www.youtube.com/watch?v=EIQNCiIZQRg
19,40,Regular,NCT 127,2,597304,44.5%,https://www.youtube.com/watch?v=Gif0E6jYakM
20,18,LOVE SCENARIO,iKON,39,591017,1.1%,https://www.youtube.com/watch?v=vecSVX1QYbQ
21,19,iffy,"Sik-K, pH-1 & Jay Park",26,561285,-2.8%,https://www.youtube.com/watch?v=Q8AK_wfGhkg
22,15,lie (미안해),Yang Da Il,31,545701,-15.3%,https://www.youtube.com/watch?v=1icPJAhI2TA
23,16,HANN (Alone) (한) (一),(G)I-DLE,10,519371,-18.3%,https://www.youtube.com/watch?v=OKNXn2qCEws
24,13,Bad Boy,Red Velvet,39,502368,-41.8%,https://www.youtube.com/watch?v=J_CFBjAyPWE
25,23,What is Love?,TWICE,28,491872,-1.6%,https://www.youtube.com/watch?v=i0p1bmr0EmE
26,72,Palette(팔레트) (feat. G-DRAGON),IU,30,486583,137.7%,https://www.youtube.com/watch?v=d9IxdwEFk1c
27,22,아름다워,CHANGMO,27,462019,-9.7%,https://www.youtube.com/watch?v=ywwU5ka1fBs
28,27,비 (Rain),Paul Kim,17,443081,-4.6%,https://www.youtube.com/watch?v=9jFZdu0zTEA
29,21,유재석,VINXEN,5,432704,-19%,https://www.youtube.com/watch?v=eZExMa_ioAY
30,30,Travel(여행),BOL4,21,423307,-7.6%,https://www.youtube.com/watch?v=xRbPAVnqtcs
31,20,"Love, ing (열애중)",BEN,19,421965,-25.8%,https://www.youtube.com/watch?v=WBahioCWfFQ
32,26,"셋 셀테니 (1, 2, 3!)",SEUNGRI,13,418556,-12.4%,https://www.youtube.com/watch?v=Q7sHwg2Z21U
33,25,그때 헤어지면 돼 (Only then),Roy Kim,32,416491,-13.3%,https://www.youtube.com/watch?v=SkN_hWI6n28
34,31,좋은 날 (Good Day),MeloMance,14,415087,-8.6%,https://www.youtube.com/watch?v=5uEVbzD_Ta4
35,28,NOAH (feat. Jay Park),HAON,6,406772,-11.9%,https://www.youtube.com/watch?v=HWl8XAOQnTg
36,34,LATATA,(G)I-DLE,17,406727,-7.4%,https://www.youtube.com/watch?v=9mQk7Evt6Vs
37,24,몰랐니 (Lil' Touch),Girls' Generation-Oh!GG,7,404902,-18.8%,https://www.youtube.com/watch?v=SdzLl-XpJt0
38,38,지나오다,Nilo,29,397987,-5.7%,https://www.youtube.com/watch?v=
39,35,가을 안부 (When Autumn Comes),Monday Kiz,44,393029,-9.8%,https://www.youtube.com/watch?v=rGVRvhm7ddk
