Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Dynamite,BTS,5,10033632,-5.3%,https://www.youtube.com/watch?v=gdZLi9oWNZg
2,2,Ice Cream,BLACKPINK & Selena Gomez,4,1807667,-24.3%,https://www.youtube.com/watch?v=vRXZj0DzXIA
3,3,Not Shy,ITZY,6,1726841,-15.6%,https://www.youtube.com/watch?v=wTowEKjDGkU
4,5,How You Like That,BLACKPINK,13,1405035,-10.6%,https://www.youtube.com/watch?v=ioNng23DkIM
5,4,숲의 아이 (Bon voyage),YooA,3,1347428,-23.7%,https://www.youtube.com/watch?v=AAOOKbk-knM
6,6,When We Disco,J.Y. Park  & SUNMI,7,1311513,-3.6%,https://www.youtube.com/watch?v=zrsBjYukE8s
7,9,취기를 빌려 (Slightly Tipsy),Sandeul,9,1157117,0.3%,https://www.youtube.com/watch?v=2COAu1l6hUQ
8,7,눈누난나 (NUNU NANA),Jessi,8,1076574,-11.7%,https://www.youtube.com/watch?v=tJQaUW36pMw
9,10,덤디덤디 (DUMDi DUMDi),(G)I-DLE,8,935666,-11.4%,https://www.youtube.com/watch?v=HPQ5mqovXHo
10,11,Maria (마리아),Hwa Sa,13,928393,-10.4%,https://www.youtube.com/watch?v=tDukIfFzX18
11,8,WAP (feat. Megan Thee Stallion),Cardi B,7,912193,-21.2%,https://www.youtube.com/watch?v=hsm4poTWjMs
12,12,mad at disney,salem ilese,3,858836,-5.5%,https://www.youtube.com/watch?v=uJbooOYyBCA
13,16,블루밍 (Blueming),IU,45,833147,7.7%,https://www.youtube.com/watch?v=D1PvIWdJ8xo
14,61,Feel Good (Secret Code),fromis_9,2,829246,184.9%,https://www.youtube.com/watch?v=jLmJhjCzOTw
15,13,살짝 설렜어 (Nonstop),OH MY GIRL,22,771703,-10.3%,https://www.youtube.com/watch?v=iDjQSdN_ig8
16,20,에잇 (feat. SUGA of BTS),IU,21,717673,5.2%,https://www.youtube.com/watch?v=TgOu00Mf3kI
17,14,다시 여기 바닷가 (Beach Again),싹쓰리,10,678895,-14.9%,https://www.youtube.com/watch?v=JAy88PDxMIM
18,17,ON,BTS,31,658294,-11.8%,https://www.youtube.com/watch?v=mPVDGOVjRQ0
19,19,Dolphin,OH MY GIRL,22,645148,-5.9%,https://www.youtube.com/watch?v=oaRTMjLdiDw
20,24,METEOR,CHANGMO,42,622238,5.8%,https://www.youtube.com/watch?v=abuTb3qMOsY
21,21,WANNABE,ITZY,29,606802,-10.7%,https://www.youtube.com/watch?v=fE2h3lGlOsk
22,26,Psycho,Red Velvet,40,527103,-4.1%,https://www.youtube.com/watch?v=uR8Mrt1IpXg
23,,Holy (feat. Chance The Rapper),Justin Bieber,1,516293,,https://www.youtube.com/watch?v=pvPsJFRGleA
24,18,Criminal,TAEMIN,3,514784,-29.3%,https://www.youtube.com/watch?v=hFQL7BS6lrs
25,25,DANCE MONKEY,Tones and I,44,507616,-10.7%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
26,30,아로하 (Aloha),CHO JUNG SEOK,26,466628,-1.7%,https://www.youtube.com/watch?v=3DOkxQ3HDXE
27,28,오래된 노래,Standing Egg,16,466267,-6.2%,https://www.youtube.com/watch?v=JVIKowQZEdk
28,22,호랑이 (Tiger Inside),SuperM,4,461185,-26.9%,https://www.youtube.com/watch?v=jUsUzbmSLow
29,27,MORE & MORE,TWICE,17,455995,-13.4%,https://www.youtube.com/watch?v=mH0_XpSHkZo
30,35,어떻게 지내 (I Need You),OVAN,29,435720,2.2%,https://www.youtube.com/watch?v=rVXeArOQIs4
31,37,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지 (How can I love the heartbreak, you`re the one I love)",AKMU,30,420893,2.8%,https://www.youtube.com/watch?v=m3DZsBw5bnE
32,41,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,Jang Beom June,49,413852,4.1%,https://www.youtube.com/watch?v=YBEUXfT7_48
33,15,WANNA BE MYSELF,MAMAMOO,3,395885,-50%,https://www.youtube.com/watch?v=sk-qyR224fU
34,44,BAD,Christopher,26,391458,4.6%,https://www.youtube.com/watch?v=Ty8UzZlO1EE
35,,LA DI DA,EVERGLOW,1,387535,,https://www.youtube.com/watch?v=jeI992mvlEY
36,38,PLAY (feat. CHANGMO),CHUNG HA,12,385872,-4.9%,https://www.youtube.com/watch?v=UsvoDgmfUwc
37,29,곡예사 (Acrobat),Gwangil Jo,19,381260,-22.6%,https://www.youtube.com/watch?v=aKuS6T2SZoI
38,36,환상동화 (Secret Story of the Swan),IZ*ONE,15,379599,-8.4%,https://www.youtube.com/watch?v=nnVjsos40qk
39,43,축하해,OVAN,2,374261,-0.4%,https://www.youtube.com/watch?v=RyxHYTwqLXw
40,40,보라빛 밤 (pporappippam),SUNMI,13,371211,-7.8%,https://www.youtube.com/watch?v=Is7glC9Jp7Q
41,42,Any song,ZICO,37,361902,-4.1%,https://www.youtube.com/watch?v=UuV2BmJ1p_I
42,34,What You Waiting For,JEON SOMI,10,357127,-17.5%,https://www.youtube.com/watch?v=lBYyAQ99ZFI
43,46,Memories,Maroon 5,51,354874,-3.4%,https://www.youtube.com/watch?v=SlPhMPnQ58k
44,45,돌덩이,Ha Hyun Woo,31,354453,-4.3%,https://www.youtube.com/watch?v=kmUBHak9HD4
45,31,Obliviate,LOVELYZ,4,347644,-25.7%,https://www.youtube.com/watch?v=TArBtJ0IwCc
46,39,Say So,Doja Cat,26,345671,-14.7%,https://www.youtube.com/watch?v=pok8H_KF1FA
47,,Whenever You Call,ARASHI,1,340265,,https://www.youtube.com/watch?v=G0S0tTSh1Qk
48,32,"THE BADDEST (ft. (G)I-DLE, Bea Miller, Wolftyla) (feat. (G)I-DLE, Bea Miller & Wolftyla)",K/DA,4,334475,-27.2%,https://www.youtube.com/watch?v=k_S3NpUYx6A
49,48,FIESTA,IZ*ONE,32,331280,-7.8%,https://www.youtube.com/watch?v=eDEFolvLn0A
50,55,사랑하게 될 줄 알았어 (I Knew I Love),전미도,18,324607,1.8%,https://www.youtube.com/watch?v=rOCymN-Rwiw
51,47,Summer Hate (Feat. Rain(비)) (feat. Rain(비)),Zico,13,324318,-10.6%,https://www.youtube.com/watch?v=oKUEbsJDvuo
52,,The Stealer,THE BOYZ,1,319823,,https://www.youtube.com/watch?v=c_e-IC0VwZM
53,,Painkiller,Ruel,32,306376,,https://www.youtube.com/watch?v=dTwj7PhpY9M
54,49,Blueberry Eyes (feat. SUGA),MAX,2,304531,-12.1%,https://www.youtube.com/watch?v=TzFRVk2ektI
55,52,Monster,"Red Velvet, Irene & SEULGI",12,300990,-9.9%,https://www.youtube.com/watch?v=Ujb-gvqsoi0
56,60,Love is (사랑은 지날수록 더욱 선명하게 남아),Jeon Sang Keun,10,286057,-1.7%,https://www.youtube.com/watch?v=02GLhppUhZU
57,53,홀로 (HOLO),Lee Hi,9,285204,-13.5%,https://www.youtube.com/watch?v=VdeK_VsG9U0
58,,사랑해 (I LOVE YOU),TREASURE,1,281841,,https://www.youtube.com/watch?v=_hFarg-Obuc
59,76,"GO HIGH (feat. Woo, CHANGMO & The Quiett)",Lee Young Ji,20,278594,22.2%,https://www.youtube.com/watch?v=cDq1vUwM21k
60,,Freak,Doja Cat,1,275745,,https://www.youtube.com/watch?v=Wc9_dsv5YYA
61,71,HELICOPTER,CLC,3,268115,4.3%,https://www.youtube.com/watch?v=NeUODC6F7zk
62,,Kiss me (내일은 고백할게),TAEYEON,1,266275,,https://www.youtube.com/watch?v=BWksgZHmDpc
63,66,아틀란티스 소녀 (Atlantis Princess),BOL4,7,256905,-6.1%,https://www.youtube.com/watch?v=5GF7sjWcKko
64,,Love poem,IU,26,256128,,https://www.youtube.com/watch?v=kcx0a2OAhN0
65,59,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),KYUHYUN,4,254785,-12.8%,https://www.youtube.com/watch?v=YbVlhdoo13s
66,67,Juice,Lizzo,20,253482,-5.5%,https://www.youtube.com/watch?v=XaCrQL_8eMY
67,69,Back Door,Stray Kids,2,246479,-5%,https://www.youtube.com/watch?v=X-uJtV8ScYk
68,80,Into the I-LAND,IU,14,238884,11.3%,https://www.youtube.com/watch?v=QYNwbZHmh8g
69,58,Ode To The Stars,MAKTUB,3,238682,-19.6%,https://www.youtube.com/watch?v=IFXVvfLNrYA
70,72,Downtown Baby,BLOO,15,235577,-4.7%,https://www.youtube.com/watch?v=P07XG1P0ums
71,84,자각몽 (Abracadabra),YooA,3,234758,15.4%,https://www.youtube.com/watch?v=_wf8rH8xp8E
72,68,거짓말이라도 해서 널 보고싶어,Baek Z Young,8,232874,-10.6%,https://www.youtube.com/watch?v=4DMV7gB5-JI
73,62,Press,Cardi B,5,231021,-17.3%,https://www.youtube.com/watch?v=cJc7xWJbwJw
74,75,"너에게 난, 나에게 넌",Mido and Falasol,17,227231,-0.8%,https://www.youtube.com/watch?v=tLGHKyZs0Gk
75,81,범 내려 온다 (Tiger is Coming) [Live],LEENALCHI,2,221240,5%,https://www.youtube.com/watch?v=t0BHhqw_Ecc
76,,Bad Boy,CHUNG HA & Christopher,1,219544,,https://www.youtube.com/watch?v=8WOawEvEGWc
77,73,별 보러 가자,Jukjae,7,208060,-13.8%,https://www.youtube.com/watch?v=JLT8qOdpDPM
78,87,Bad Idea,ASTRO,2,207858,3.8%,https://www.youtube.com/watch?v=K0oSaCS0_98
79,,초혼,김둘레,5,204595,,https://www.youtube.com/watch?v=FdDV3RICOcs
80,74,To Be Young (feat. Doja Cat),Anne-Marie,10,204474,-12.8%,https://www.youtube.com/watch?v=5uf7BzRBZwA
81,,Chewing Gum,NCT DREAM,2,203072,,https://www.youtube.com/watch?v=fwmvF5ffmhg
82,79,Gimme Gimme,Johnny Stimson,16,198144,-7.8%,https://www.youtube.com/watch?v=jNDY_BxpdYo
83,77,Where the sea sleeps (파도가 끝나는 곳까지),DAY6 (Even of Day)  ,4,196434,-13.8%,https://www.youtube.com/watch?v=_NmzMzjoJyk
84,98,Devil,SUPER JUNIOR,6,191902,3.5%,https://www.youtube.com/watch?v=gOwERHxXcTs
85,,Friday (금요일에 만나요) (feat. Jang Yi-jeong of History),IU,7,188519,,https://www.youtube.com/watch?v=EiVmQZwJhsA
86,95,"안녕, 오늘의 그대에게 (Hello)",Onestar,4,188472,-0.4%,https://www.youtube.com/watch?v=L-4isgFDmpU
87,,광화문에서 (At Gwanghwamun),KYUHYUN,1,187889,,https://www.youtube.com/watch?v=rUbq_IXBaYg
88,,Good Day (feat. Paloalto),"pH-1, Kid Milli & Loopy",19,185095,,https://www.youtube.com/watch?v=HhWAQDZX-Vg
89,,why break up? (우리 왜 헤어져야 해),Sin Ye Young,4,183135,,https://www.youtube.com/watch?v=75p4jyMXOKc
90,85,スパークル (original ver.),RADWIMPS,9,180873,-10.5%,https://www.youtube.com/watch?v=a2GujJZfXpg
91,83,Backyard Boy,Claire Rosinkranz,2,180085,-12.4%,https://www.youtube.com/watch?v=Mbj26vHDMII
92,50,살았소 (I'm alive because of you),Jeong Dong Won,2,179390,-47.5%,https://www.youtube.com/watch?v=lckiYvGWmn8
93,,예뻤어 (You Were Beautiful),DAY6,5,179163,,https://www.youtube.com/watch?v=BS7tz2rAOSA
94,,첫 줄,Shin Yong Jae,10,177745,,https://www.youtube.com/watch?v=VvDegw78UIg
95,63,100,SuperM,6,176760,-35.9%,https://www.youtube.com/watch?v=nyzhtvtJWDQ
96,,Say Yes,Loco & Punch,11,174864,,https://www.youtube.com/watch?v=6GC8JF2FOgA
97,,夜に駆ける,YOASOBI,1,174341,,https://www.youtube.com/watch?v=x8VYWazR5mE
98,96,Fadeaway,Phillmysoul,16,172519,-7.7%,https://www.youtube.com/watch?v=hmXmHF9x864
99,23,Sorry Not Sorry,Demi Lovato,3,171839,-71.2%,https://www.youtube.com/watch?v=-MsvER1dpjM
100,,The Purge,"Jay Park, pH-1, Big Natty, Woodie Gochild, HAON, Trade L & Sik-K",2,171561,,https://www.youtube.com/watch?v=tE4PviEbSgA
