Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,4,METEOR,CHANGMO,3,2875818,58.8%,https://www.youtube.com/watch?v=abuTb3qMOsY
2,3,Где же ты?,Anna Buturlina & Elizaveta Paschenko,5,1811950,-21.4%,https://www.youtube.com/watch?v=nrZxwPwmgrw
3,1,Into the Unknown,Idina Menzel & Aurora,6,1806859,-38%,https://www.youtube.com/watch?v=gIOyB9ZXn8s
4,2,HIP,MAMAMOO,6,1634619,-41.8%,https://www.youtube.com/watch?v=KhTeiaCezwM
5,5,Into the Unknown,Panic! At The Disco,6,1438514,-12%,https://www.youtube.com/watch?v=jp-CVYGEsjg
6,6,블루밍 (Blueming),IU,6,1220262,-12.7%,https://www.youtube.com/watch?v=D1PvIWdJ8xo
7,19,All I Want For Christmas Is You,Mariah Carey,21,1106023,88.5%,https://www.youtube.com/watch?v=aAkMkVFwAoo
8,12,Santa Tell Me,Ariana Grande,18,1065209,56%,https://www.youtube.com/watch?v=nlR0MkrRklg
9,7,Obsession,EXO,5,885619,-16.4%,https://www.youtube.com/watch?v=uxmP4b2a0uY
10,9,Feel Special,TWICE,14,727050,-16.3%,https://www.youtube.com/watch?v=3ymwOvzhwHs
11,10,Square (2017),Yerin Baek,3,604706,-27.9%,https://www.youtube.com/watch?v=4iFP_wd6QU8
12,11,Come See Me,AOA,5,597233,-19.4%,https://www.youtube.com/watch?v=ixxWWKX4S_8
13,13,LION,(G)I-DLE,9,590720,-10.5%,https://www.youtube.com/watch?v=6oanIo_2Z4Q
14,17,오늘도 빛나는 너에게 (To You My Light) (feat. Leeraon),Maktub,28,583354,-2.4%,https://www.youtube.com/watch?v=kNYA3H1jSSs
15,18,Late Night(늦은 밤 너의 집 앞 골목길에서),Noel,7,559458,-5.6%,https://www.youtube.com/watch?v=kFhf7pjRRjA
16,,All Is Found,Evan Rachel Wood,4,552996,,https://www.youtube.com/watch?v=a1HL26K1nL0
17,38,"I'MMA DO 아마두 (feat. Woo, Keem Hyo-eun, Nucksal & Huckleberry P)","YUMDDA, Deepflow, Paloalto, The Quiett & Simon Dominic",3,536893,42.7%,https://www.youtube.com/watch?v=1Bv8MmIb9Mo
18,20,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey) (feat. Halsey),BTS,37,535473,-7.1%,https://www.youtube.com/watch?v=XsX3ATc3FbA
19,16,Love poem,IU,8,532687,-11.5%,https://www.youtube.com/watch?v=kcx0a2OAhN0
20,21,ICY,ITZY,22,530157,-7.5%,https://www.youtube.com/watch?v=zndvqTc4P9I
21,15,FEVER (feat. 수퍼수 & BIBI),J.Y. Park ,4,495576,-19.9%,https://www.youtube.com/watch?v=IePbjLAUvf0
22,23,FANCY,TWICE,36,492037,-13.8%,https://www.youtube.com/watch?v=kOHB85vDuow
23,28,Kill This Love,BLACKPINK,38,472696,2.7%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
24,25,DALLA DALLA (달라달라),ITZY,46,462653,-6.6%,https://www.youtube.com/watch?v=pNfTK39k55U
25,,하얀 겨울 (White Winter),Woojoo jjokkomi,1,449079,,https://www.youtube.com/watch?v=2ttQmpeSk4o
26,24,9와 4분의 3 승강장에서 너를 기다려 (Run Away),TOMORROW X TOGETHER,10,448891,-21%,https://www.youtube.com/watch?v=6yWPfUz0z94
27,27,Phocha,NC.A,27,439362,-6.7%,https://www.youtube.com/watch?v=wDq2W1fAnq4
28,30,Sad Drinking,Hwang In Wook,8,427547,2.4%,https://www.youtube.com/watch?v=iKDU3--sF7o
29,32,Daredevil(천둥벌거숭이) (feat. Jvcki Wai & YUMDDA),ZICO,13,425650,3.3%,https://www.youtube.com/watch?v=yp26FJduCFc
30,8,Amanda,YUMDDA,2,414872,-57.3%,https://www.youtube.com/watch?v=Nj2dWCoS6YQ
