Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,ICY,ITZY,1,5804876,,https://www.youtube.com/watch?v=zndvqTc4P9I
2,4,2002,Anne-Marie,34,1649232,9%,https://www.youtube.com/watch?v=Il-an3K9pjg
3,2,Snapping,CHUNG HA,5,1621948,0.8%,https://www.youtube.com/watch?v=deV_DmHKwjc
4,1,헤어져줘서 고마워,벤 BEN,4,1407973,-16.5%,https://www.youtube.com/watch?v=KJ1IY9D_Nn8
5,3,bad guy,Billie Eilish,18,1351993,-11.3%,https://www.youtube.com/watch?v=DyDfgMOUjCI
6,8,FANCY,TWICE,15,1342259,2.9%,https://www.youtube.com/watch?v=kOHB85vDuow
7,5,Phocha,Hwang In Wook,6,1317450,-9.8%,https://www.youtube.com/watch?v=g6uvXiLNrxM
8,7,술이 문제야 (Drunk On Love),Jang Hye-jin & Yoon Min Soo,6,1255316,-7.6%,https://www.youtube.com/watch?v=XcbEM7j_ARQ
9,9,Boy With Luv (feat. Halsey),BTS,16,1165458,0.7%,https://www.youtube.com/watch?v=XsX3ATc3FbA
10,16,달라달라(DALLA DALLA),ITZY,25,1110021,26.1%,https://www.youtube.com/watch?v=pNfTK39k55U
11,6,Speechless (Full),Naomi Scott,10,1079402,-22%,https://www.youtube.com/watch?v=mw5VIEIvuMI
12,,가라사대 (GOTTASADAE),BewhY,1,1020473,,https://www.youtube.com/watch?v=ckZor7HRU1E
13,14,오늘도 빛나는 너에게 (To You My Light) (feat. Raon Lee),Maktub,7,1002287,8.8%,https://www.youtube.com/watch?v=kNYA3H1jSSs
14,12,Señorita,Shawn Mendes & Camila Cabello,6,925911,-11.2%,https://www.youtube.com/watch?v=Pkh8UtuejGw
15,11,Uh-Oh,(G)I-DLE,5,897883,-16.2%,https://www.youtube.com/watch?v=I66oFXdf0KU
16,,BOOM,NCT DREAM,1,894360,,https://www.youtube.com/watch?v=X-iJZ0gfKPo
17,15,Kill This Love,BLACKPINK,17,808372,-11.7%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
18,10,짐살라빔 (Zimzalabim),Red Velvet,6,674041,-38%,https://www.youtube.com/watch?v=YBnGBb1wg98
19,17,A Whole New World,Mena Massoud & Naomi Scott,10,615287,-20.7%,https://www.youtube.com/watch?v=eitDnP0_83k
20,19,Fever(열대야),GFRIEND  ,4,612959,-3.1%,https://www.youtube.com/watch?v=Zll7O1v63aY
21,,Answer: Love Myself,BTS,21,605507,,https://www.youtube.com/watch?v=9mwRYgMmSGE
22,20,Birthday,JEON SOMI,7,598085,-1.5%,https://www.youtube.com/watch?v=oDJ4ct59NC4
23,18,니 소식,Ha Yea Song(송하예),7,578901,-10.7%,https://www.youtube.com/watch?v=eMZmNisWFvM
24,64,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,17,566074,147.2%,https://www.youtube.com/watch?v=r7qovpFAGrQ
25,53,Red Flavor (빨간 맛),Red Velvet,56,507516,89.2%,https://www.youtube.com/watch?v=WyiIGEHQP8o
26,24,YES or YES,TWICE,39,506292,5.5%,https://www.youtube.com/watch?v=mAKsZ26SabQ
