Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,WANNABE,ITZY,4,4079812,7.6%,https://www.youtube.com/watch?v=fE2h3lGlOsk
2,2,돌덩이,Ha Hyun Woo,6,2755899,7.8%,https://www.youtube.com/watch?v=kmUBHak9HD4
3,3,ON,BTS,6,1855534,-20.6%,https://www.youtube.com/watch?v=mPVDGOVjRQ0
4,5,시작,Gaho,8,1742935,-9.6%,https://www.youtube.com/watch?v=O0StKlRHVeE
5,4,FIESTA,IZ*ONE,7,1371096,-32.5%,https://www.youtube.com/watch?v=eDEFolvLn0A
6,6,Any song,ZICO,12,1321930,-29.8%,https://www.youtube.com/watch?v=UuV2BmJ1p_I
7,,뜸(Hold),WINNER,1,1268117,,https://www.youtube.com/watch?v=YURT0erwtJc
8,7,"그때 그 아인 (Someday, The Boy)",Kim Feel,6,1172094,-1.9%,https://www.youtube.com/watch?v=qho6wWlsANw
9,13,DANCE MONKEY,Tones and I,19,1006109,28.9%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
10,11,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,Jang Beom June,24,924980,6.8%,https://www.youtube.com/watch?v=YBEUXfT7_48
11,8,Psycho,Red Velvet,15,918072,-20.4%,https://www.youtube.com/watch?v=uR8Mrt1IpXg
12,9,METEOR,CHANGMO,17,897279,-6.5%,https://www.youtube.com/watch?v=abuTb3qMOsY
13,12,블루밍 (Blueming),IU,20,870838,6.1%,https://www.youtube.com/watch?v=D1PvIWdJ8xo
14,35,Physical (feat. Hwa Sa),Dua Lipa,4,850764,121.7%,https://www.youtube.com/watch?v=L6nrMAFCzhg
15,62,BLOOM (처음처럼),M.C The Max,2,847103,272.6%,https://www.youtube.com/watch?v=3XUe2PsadEk
16,,아로하 (Aloha),CHO JUNG SEOK,1,789131,,https://www.youtube.com/watch?v=3DOkxQ3HDXE
17,,What is Love?,TWICE,53,711010,,https://www.youtube.com/watch?v=i0p1bmr0EmE
18,10,영웅 (英雄; Kick It),NCT 127,4,708409,-24.3%,https://www.youtube.com/watch?v=2OvyA2__Eas
19,18,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey) (feat. Halsey),BTS,51,635824,11.2%,https://www.youtube.com/watch?v=XsX3ATc3FbA
20,,Rooftop (옥탑방),N.Flying,46,624213,,https://www.youtube.com/watch?v=VpaUh_BGqE0
