Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,Dynamite,BTS,1,17890034,,https://www.youtube.com/watch?v=gdZLi9oWNZg
2,1,Not Shy,ITZY,2,4096792,41.2%,https://www.youtube.com/watch?v=wTowEKjDGkU
3,2,When We Disco,J.Y. Park  & SUNMI,3,2290825,-15.2%,https://www.youtube.com/watch?v=zrsBjYukE8s
4,4,덤디덤디 (DUMDi DUMDi),(G)I-DLE,4,1963358,5.7%,https://www.youtube.com/watch?v=HPQ5mqovXHo
5,3,How You Like That,BLACKPINK,9,1960210,-8.8%,https://www.youtube.com/watch?v=ioNng23DkIM
6,5,눈누난나 (NUNU NANA),Jessi,4,1687356,-3.1%,https://www.youtube.com/watch?v=tJQaUW36pMw
7,9,WAP (feat. Megan Thee Stallion),Cardi B,3,1482435,40.4%,https://www.youtube.com/watch?v=hsm4poTWjMs
8,6,다시 여기 바닷가 (Beach Again),싹쓰리,6,1362472,-18%,https://www.youtube.com/watch?v=JAy88PDxMIM
9,7,Maria (마리아),Hwa Sa,9,1210471,-1.1%,https://www.youtube.com/watch?v=tDukIfFzX18
10,,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey) (feat. Halsey),BTS,53,1053049,,https://www.youtube.com/watch?v=XsX3ATc3FbA
11,28,ON,BTS,27,1023096,84.8%,https://www.youtube.com/watch?v=mPVDGOVjRQ0
12,8,살짝 설렜어 (Nonstop),OH MY GIRL,18,1007909,-6.1%,https://www.youtube.com/watch?v=iDjQSdN_ig8
13,12,블루밍 (Blueming),IU,41,874209,-6.4%,https://www.youtube.com/watch?v=D1PvIWdJ8xo
14,11,Dolphin,OH MY GIRL,18,870929,-9.5%,https://www.youtube.com/watch?v=oaRTMjLdiDw
15,10,WANNABE,ITZY,25,822552,-19.3%,https://www.youtube.com/watch?v=fE2h3lGlOsk
16,31,Devil,SUPER JUNIOR,2,795864,55.2%,https://www.youtube.com/watch?v=gOwERHxXcTs
17,13,에잇 (feat. SUGA of BTS),IU,17,728863,-3.6%,https://www.youtube.com/watch?v=TgOu00Mf3kI
18,27,취기를 빌려 (Slightly Tipsy),Sandeul,5,660445,17.4%,https://www.youtube.com/watch?v=2COAu1l6hUQ
19,14,MORE & MORE,TWICE,13,626441,-16.2%,https://www.youtube.com/watch?v=mH0_XpSHkZo
20,,Milky Way,Red Velvet,1,607619,,https://www.youtube.com/watch?v=BxZVxFGTQNU
21,20,DANCE MONKEY,Tones and I,40,596910,-3.8%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
22,,MIC Drop (Steve Aoki Remix) (feat. Steve Aoki),BTS,28,590785,,https://www.youtube.com/watch?v=kTlv5_Bs8aw
23,15,Summer Hate (Feat. Rain(비)) (feat. Rain(비)),Zico,9,586892,-15.2%,https://www.youtube.com/watch?v=oKUEbsJDvuo
24,32,오래된 노래,Standing Egg,12,568034,15.6%,https://www.youtube.com/watch?v=JVIKowQZEdk
25,19,What You Waiting For,JEON SOMI,6,567200,-9.8%,https://www.youtube.com/watch?v=lBYyAQ99ZFI
26,18,PLAY (feat. CHANGMO),CHUNG HA,8,565301,-12.7%,https://www.youtube.com/watch?v=UsvoDgmfUwc
27,24,Psycho,Red Velvet,36,563000,-2.9%,https://www.youtube.com/watch?v=uR8Mrt1IpXg
28,25,환상동화 (Secret Story of the Swan),IZ*ONE,11,560266,-2.8%,https://www.youtube.com/watch?v=nnVjsos40qk
29,17,보라빛 밤 (pporappippam),SUNMI,9,558477,-14.1%,https://www.youtube.com/watch?v=Is7glC9Jp7Q
30,21,곡예사 (Acrobat),Gwangil Jo,15,551089,-11.1%,https://www.youtube.com/watch?v=aKuS6T2SZoI
31,99,Black Swan,BTS,23,537687,215.5%,https://www.youtube.com/watch?v=0lapF4DQPKQ
32,23,100,SuperM,2,521095,-13.8%,https://www.youtube.com/watch?v=nyzhtvtJWDQ
33,30,METEOR,CHANGMO,38,519235,-4.6%,https://www.youtube.com/watch?v=abuTb3qMOsY
34,26,아로하 (Aloha),CHO JUNG SEOK,22,516504,-8.6%,https://www.youtube.com/watch?v=3DOkxQ3HDXE
35,22,Monster,"Red Velvet, Irene & SEULGI",8,497314,-18.9%,https://www.youtube.com/watch?v=Ujb-gvqsoi0
36,,Press,Cardi B,1,467370,,https://www.youtube.com/watch?v=cJc7xWJbwJw
37,,DNA,BTS,54,455395,,https://www.youtube.com/watch?v=MBdVXkSdhwU
38,,FAKE LOVE,BTS,50,446035,,https://www.youtube.com/watch?v=7C2z4GqqS5E
39,36,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,Jang Beom June,45,439920,-4.7%,https://www.youtube.com/watch?v=YBEUXfT7_48
40,35,Any song,ZICO,33,436023,-5.6%,https://www.youtube.com/watch?v=UuV2BmJ1p_I
