Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,SOLO,Jennie,9,3464206,7%,https://www.youtube.com/watch?v=b73BI9eUkjM
2,12,벌써 12시 (Gotta Go),CHUNG HA,2,2306897,169%,https://www.youtube.com/watch?v=HlN2BXNJzxA
3,2,YES or YES,TWICE,10,1957667,-11.4%,https://www.youtube.com/watch?v=mAKsZ26SabQ
4,5,신용재 (SHIN YONG JAE),HAEUN,9,1422781,-2%,https://www.youtube.com/watch?v=Y0rK7r-30hs
5,10,La Vie en Rose,--,11,1371489,25.9%,https://www.youtube.com/watch?v=WZwr2a_lFWY
6,6,아낙네 (FIANCÉ),MINO,7,1345814,-2.6%,https://www.youtube.com/watch?v=NY8VGNft-Zc
7,,%%(응응),Apink,1,1328758,,https://www.youtube.com/watch?v=499YUeNoYVE
8,73,After You’ve Gone(넘쳐흘러),M.C The Max,2,1286983,624%,https://www.youtube.com/watch?v=g27XtqR7B0c
9,4,180º,BEN,5,1273502,-13.7%,https://www.youtube.com/watch?v=rDG9I9nx0QU
10,8,Me After You (너를 만나),--,11,1213664,-5.4%,https://www.youtube.com/watch?v=YBzJ0jmHv-4
11,7,Love Shot,EXO,4,1211387,-9%,https://www.youtube.com/watch?v=pSudEWBAYRE
12,3,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,24,1199665,-39.7%,https://www.youtube.com/watch?v=IHNzOHi8sJs
13,11,IDOL,BTS,20,1178996,26.3%,https://www.youtube.com/watch?v=pBuZEGYXA6E
14,,SAPPY,Red Velvet,1,1177915,,https://www.youtube.com/watch?v=JUJ3Pq74H4c
15,9,MILLIONS,WINNER,4,1064371,-4.5%,https://www.youtube.com/watch?v=PALjhRpnfbk
16,14,"모든 날, 모든 순간 (Every day, Every Moment)",Paul Kim,42,884738,10.8%,https://www.youtube.com/watch?v=1q_t6RNuH8c
17,13,Bad Boy,Red Velvet,6,839833,-1.3%,https://www.youtube.com/watch?v=J_CFBjAyPWE
18,16,Tempo,EXO,10,655263,-6.5%,https://www.youtube.com/watch?v=iwd8N6K-sLk
19,17,행복 (Happiness),OVAN,5,647217,-6.5%,https://www.youtube.com/watch?v=qGh0jk-f6to
20,34,FAKE LOVE,BTS,32,616568,22.7%,https://www.youtube.com/watch?v=7C2z4GqqS5E
21,52,습관 (Bad Habits),SHAUN,2,578715,72.1%,https://www.youtube.com/watch?v=eKNLp1xjdzI
22,21,BBIBBI(삐삐),IU,13,571872,-8.2%,https://www.youtube.com/watch?v=nM0xDI5R50E
23,19,IndiGO,"JUSTHIS, Kid Milli, NO:EL   & YANGHONGWON",29,550343,-14%,https://www.youtube.com/watch?v=RL1QmNKVJSE
24,15,"POP/STARS (feat. Madison Beer, (G)I-DLE & Jaira Burns)",K-Da,10,547455,-27.8%,https://www.youtube.com/watch?v=UOxkGD8qRB4
25,26,Empty words (흔한 이별),Huh Gak,6,546247,-2.6%,https://www.youtube.com/watch?v=taCzp52XCEQ
