Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,IDOL,BTS,3,4319547,-12.7%,https://www.youtube.com/watch?v=pBuZEGYXA6E
2,3,Siren (사이렌),SUNMI,2,2204245,30.7%,https://www.youtube.com/watch?v=TNWMZIf7eSg
3,5,몰랐니 (Lil' Touch),Girls' Generation-Oh!GG,2,2175714,40.5%,https://www.youtube.com/watch?v=SdzLl-XpJt0
4,2,Power Up,Red Velvet,6,1950537,-15.9%,https://www.youtube.com/watch?v=aiHSVQy9xN8
5,6,Dance The Night Away,TWICE,9,1568842,2.4%,https://www.youtube.com/watch?v=Fm5iP0S1z9w
6,4,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,12,1498371,-6.6%,https://www.youtube.com/watch?v=IHNzOHi8sJs
7,7,HANN (Alone) (한) (一),(G)I-DLE,5,1124438,-23.3%,https://www.youtube.com/watch?v=OKNXn2qCEws
8,9,"모든 날, 모든 순간 (Every day, Every Moment)",Paul Kim,25,954001,2.4%,https://www.youtube.com/watch?v=1q_t6RNuH8c
9,8,BAAM,MOMOLAND,11,933353,-6.3%,https://www.youtube.com/watch?v=txWmd7QKFe8
10,10,죽겠다(KILLING ME),iKON,7,874199,0.2%,https://www.youtube.com/watch?v=RyVS7R9PN6U
11,11,lie (미안해),Yang Da Il,26,755827,0.1%,https://www.youtube.com/watch?v=1icPJAhI2TA
12,17,I'M FINE,BTS,3,701571,5.5%,https://www.youtube.com/watch?v=dyXhcS04MVY
13,14,LOVE SCENARIO,iKON,34,699389,0.1%,https://www.youtube.com/watch?v=vecSVX1QYbQ
14,12,FAKE LOVE,BTS,15,686904,-7.7%,https://www.youtube.com/watch?v=cibTjNJkaMk
15,20,Bad Boy,Red Velvet,34,642120,5.9%,https://www.youtube.com/watch?v=J_CFBjAyPWE
16,15,1도 없어(I'm so sick),Apink,11,614927,-8.5%,https://www.youtube.com/watch?v=gQmw-Pmv5DQ
17,21,"셋 셀테니 (1, 2, 3!)",SEUNGRI,8,594004,1.4%,https://www.youtube.com/watch?v=Q7sHwg2Z21U
18,18,What is Love?,TWICE,23,566228,-11.3%,https://www.youtube.com/watch?v=i0p1bmr0EmE
19,,Remember Me (불꽃놀이),OH MY GIRL,1,559862,,https://www.youtube.com/watch?v=RrvdjyIL0fA
20,22,BBoom BBoom(뿜뿜),MOMOLAND,36,558938,-1.7%,https://www.youtube.com/watch?v=JQGRg8XBnB4
21,23,LATATA,(G)I-DLE,12,558075,-0.8%,https://www.youtube.com/watch?v=9mQk7Evt6Vs
22,19,Travel(여행),BOL4,16,535837,-13.8%,https://www.youtube.com/watch?v=xRbPAVnqtcs
23,27,DNA,BTS,51,520907,10.4%,https://www.youtube.com/watch?v=MBdVXkSdhwU
