Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Dynamite,BTS,12,4014824,-3.6%,https://www.youtube.com/watch?v=gdZLi9oWNZg
2,4,HERO,Lim Young-woong,2,3622164,63.4%,https://www.youtube.com/watch?v=4jXLHKMRA-E
3,2,Lovesick Girls,BLACKPINK,6,2652776,-14.5%,https://www.youtube.com/watch?v=dyRsYk0LyA8
4,,MAGO,GFRIEND  ,1,2131565,,https://www.youtube.com/watch?v=LmBYPXGqtss
5,3,I CAN'T STOP ME,TWICE,3,2112297,-29.7%,https://www.youtube.com/watch?v=CM4CkVFmTds
6,5,AYA,MAMAMOO,2,1714753,-16.7%,https://www.youtube.com/watch?v=UoI9riNffEU
7,6,딩가딩가 (Dingga),MAMAMOO,4,1256150,-25.1%,https://www.youtube.com/watch?v=dfl9KIX1WpU
8,17,MORE,"K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine & --",2,1242684,47.3%,https://www.youtube.com/watch?v=3VTkBuxU4yk
9,9,잠이 오질 않네요,Jang Beom June,3,1165596,-0.6%,https://www.youtube.com/watch?v=K0qKtn5VPUE
10,10,테스형!,Na Hoon-a,7,1155048,-1.5%,https://www.youtube.com/watch?v=MRrXRlVd0P0
11,11,취기를 빌려 (Slightly Tipsy),Sandeul,16,1062996,-3.7%,https://www.youtube.com/watch?v=2COAu1l6hUQ
12,7,ALIEN,LEE SUHYUN,4,1025182,-36.9%,https://www.youtube.com/watch?v=GywDFkY3z-c
13,8,Savage Love (Laxed – Siren Beat)),"BTS, Jason Derulo & Jawsh 685",7,1006272,-14.7%,https://www.youtube.com/watch?v=qvu4nPMyl3U
14,15,When We Disco,J.Y. Park  & SUNMI,14,995161,8.6%,https://www.youtube.com/watch?v=zrsBjYukE8s
15,12,How You Like That,BLACKPINK,20,966429,-6.5%,https://www.youtube.com/watch?v=ioNng23DkIM
16,13,Make A Wish (Birthday Song),NCT U,5,813345,-19%,https://www.youtube.com/watch?v=tyrVtwE8Gv0
17,23,블루밍 (Blueming),IU,52,681031,-1%,https://www.youtube.com/watch?v=D1PvIWdJ8xo
18,16,Pretty Savage,BLACKPINK,6,671825,-23%,https://www.youtube.com/watch?v=F8c8f2nK82w
19,19,힘든 건 사랑이 아니다,Im Chang-jung,4,650037,-9.7%,https://www.youtube.com/watch?v=JsCaNB_uSpc
20,18,눈누난나 (NUNU NANA),Jessi,15,645087,-17.6%,https://www.youtube.com/watch?v=tJQaUW36pMw
21,47,도망가,MINO,2,632698,67.3%,https://www.youtube.com/watch?v=1eWm7NwjGco
22,21,Ice Cream,BLACKPINK & Selena Gomez,11,619973,-12.1%,https://www.youtube.com/watch?v=vRXZj0DzXIA
23,34,곡예사 (Acrobat),Gwangil Jo,25,597657,20%,https://www.youtube.com/watch?v=aKuS6T2SZoI
24,25,에잇 (feat. SUGA of BTS),IU,28,581417,3.5%,https://www.youtube.com/watch?v=TgOu00Mf3kI
25,24,Maria (마리아),Hwa Sa,20,567222,-8.1%,https://www.youtube.com/watch?v=tDukIfFzX18
26,22,5시 53분의 하늘에서 발견한 너와 나 (Blue Hour),TOMORROW X TOGETHER,3,551777,-20.7%,https://www.youtube.com/watch?v=Vd9QkWsd5p4
27,63,Dancing Cartoon,BOL4,2,551381,104.1%,https://www.youtube.com/watch?v=ZcwORBWKl-U
28,26,METEOR,CHANGMO,49,543216,0.3%,https://www.youtube.com/watch?v=abuTb3qMOsY
29,29,살짝 설렜어 (Nonstop),OH MY GIRL,29,525926,-0.1%,https://www.youtube.com/watch?v=iDjQSdN_ig8
30,31,WANNABE,ITZY,36,518200,0.2%,https://www.youtube.com/watch?v=fE2h3lGlOsk
31,30,덤디덤디 (DUMDi DUMDi),(G)I-DLE,15,509079,-1.6%,https://www.youtube.com/watch?v=HPQ5mqovXHo
32,,My Love (Duet Ver.),Lee Seung-chul & TAEYEON,1,492350,,https://www.youtube.com/watch?v=l44stchlnkU
33,,이데아 IDEA:理想,TAEMIN,1,489860,,https://www.youtube.com/watch?v=KUvOQlkLNhE
34,37,DANCE MONKEY,Tones and I,50,485059,4.9%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
35,28,Psycho,Red Velvet,47,469697,-11.1%,https://www.youtube.com/watch?v=uR8Mrt1IpXg
36,27,Not Shy,ITZY,13,460225,-14.8%,https://www.youtube.com/watch?v=wTowEKjDGkU
37,41,어떻게 지내 (I Need You),OVAN,36,453842,11.1%,https://www.youtube.com/watch?v=rVXeArOQIs4
38,36,숲의 아이 (Bon voyage),YooA,10,441859,-9.5%,https://www.youtube.com/watch?v=AAOOKbk-knM
39,39,ON,BTS,38,418810,-5%,https://www.youtube.com/watch?v=mPVDGOVjRQ0
