Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Into the Unknown,Idina Menzel & Aurora,4,4145004,12.3%,https://www.youtube.com/watch?v=gIOyB9ZXn8s
2,4,HIP,MAMAMOO,4,3129030,-0.7%,https://www.youtube.com/watch?v=KhTeiaCezwM
3,2,Где же ты?,Anna Buturlina & Elizaveta Paschenko,3,2564851,-30%,https://www.youtube.com/watch?v=nrZxwPwmgrw
4,7,Into the Unknown,Panic! At The Disco,4,2124735,60.4%,https://www.youtube.com/watch?v=jp-CVYGEsjg
5,,METEOR,CHANGMO,1,1963418,,https://www.youtube.com/watch?v=abuTb3qMOsY
6,3,블루밍 (Blueming),IU,4,1788337,-48%,https://www.youtube.com/watch?v=D1PvIWdJ8xo
7,6,Obsession,EXO,3,1006517,-40.1%,https://www.youtube.com/watch?v=uxmP4b2a0uY
8,5,FEVER (feat. 수퍼수 & BIBI),J.Y. Park ,2,884755,-71.7%,https://www.youtube.com/watch?v=IePbjLAUvf0
9,49,Come See Me,AOA,3,875392,152.5%,https://www.youtube.com/watch?v=ixxWWKX4S_8
10,8,All Is Found,Evan Rachel Wood,3,871657,-23.2%,https://www.youtube.com/watch?v=a1HL26K1nL0
11,11,Feel Special,TWICE,12,860395,-3.2%,https://www.youtube.com/watch?v=3ymwOvzhwHs
12,10,LION,(G)I-DLE,7,754718,-20.4%,https://www.youtube.com/watch?v=6oanIo_2Z4Q
13,12,Love poem,IU,6,734165,-16.2%,https://www.youtube.com/watch?v=kcx0a2OAhN0
14,14,Memories,Maroon 5,10,696155,4.8%,https://www.youtube.com/watch?v=SlPhMPnQ58k
15,37,DALLA DALLA (달라달라),ITZY,44,685454,63.6%,https://www.youtube.com/watch?v=pNfTK39k55U
16,23,Santa Tell Me,Ariana Grande,16,684579,32.3%,https://www.youtube.com/watch?v=nlR0MkrRklg
17,25,FANCY,TWICE,34,666391,31.8%,https://www.youtube.com/watch?v=kOHB85vDuow
