Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,Feel Special,TWICE,1,3504774,,https://www.youtube.com/watch?v=3ymwOvzhwHs
2,,Bubble Pop!,HyunA,7,2974812,,https://www.youtube.com/watch?v=bw9CALKOvAI
3,2,ICY,ITZY,9,1921053,47.2%,https://www.youtube.com/watch?v=zndvqTc4P9I
4,14,Workaholic,BOL4,3,1407341,113.3%,https://www.youtube.com/watch?v=mrAIqeULUL0
5,3,Phocha,Hwang In Wook,14,1296459,3.3%,https://www.youtube.com/watch?v=g6uvXiLNrxM
6,,Sixth Sense,Brown Eyed Girls,1,1102346,,https://www.youtube.com/watch?v=pIqkDBsSJOw
7,1,LALALAY(날라리),SUNMI,26,1101621,-29.2%,https://www.youtube.com/watch?v=LrggmyDhWBo
8,5,FANCY,TWICE,23,952795,-9.4%,https://www.youtube.com/watch?v=kOHB85vDuow
9,7,오늘도 빛나는 너에게 (To You My Light) (feat. Raon Lee),Maktub,15,924784,-2.5%,https://www.youtube.com/watch?v=kNYA3H1jSSs
10,8,2002,Anne-Marie,42,809105,2.7%,https://www.youtube.com/watch?v=Il-an3K9pjg
11,6,음파음파 Umpah Umpah,Red Velvet,5,748861,-22.9%,https://www.youtube.com/watch?v=vHS9E6JFja8
12,10,Señorita,Shawn Mendes & Camila Cabello,14,739030,-1.7%,https://www.youtube.com/watch?v=Pkh8UtuejGw
13,15,가라사대 (GOTTASADAE),BewhY,9,721274,17.5%,https://www.youtube.com/watch?v=ckZor7HRU1E
14,11,Boy With Luv (feat. Halsey),BTS,24,692984,-4.5%,https://www.youtube.com/watch?v=XsX3ATc3FbA
15,12,술이 문제야 (Drunk On Love),Jang Hye-jin & Yoon Min Soo,14,692550,-3.9%,https://www.youtube.com/watch?v=XcbEM7j_ARQ
16,16,Lean On Me (나의 어깨에 기대어요),10CM,10,663207,8.2%,https://www.youtube.com/watch?v=WD4E_XXd53s
17,9,Snapping,CHUNG HA,13,610650,-20.4%,https://www.youtube.com/watch?v=deV_DmHKwjc
18,18,Kill This Love,BLACKPINK,25,603757,7.4%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
19,19,달라달라(DALLA DALLA),ITZY,33,509236,-9%,https://www.youtube.com/watch?v=pNfTK39k55U
20,,니 소식,Ha Yea Song(송하예),12,497276,,https://www.youtube.com/watch?v=eMZmNisWFvM
21,22,Speechless (Full),Naomi Scott,18,494272,2%,https://www.youtube.com/watch?v=mw5VIEIvuMI
22,24,Uh-Oh,(G)I-DLE,13,491902,12.6%,https://www.youtube.com/watch?v=I66oFXdf0KU
23,,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,Jang Beom June,1,475452,,https://www.youtube.com/watch?v=YBEUXfT7_48
24,26,Me After You (너를 만나),--,47,460682,10.5%,https://www.youtube.com/watch?v=YBzJ0jmHv-4
25,27,If there was practice in love(사랑에 연습이 있었다면),Lim Jae Hyun,26,445908,7.2%,https://www.youtube.com/watch?v=kXAvbHPdTZ0
26,20,Done For Me,Punch(펀치),5,445210,-10.6%,https://www.youtube.com/watch?v=
27,23,bad guy,Billie Eilish,26,438606,-7.7%,https://www.youtube.com/watch?v=DyDfgMOUjCI
28,17,FLASH (엑스원),X1,5,427113,-27.6%,https://www.youtube.com/watch?v=LlQEKB2H7z4
29,21,Adios,EVERGLOW,5,409063,-16.2%,https://www.youtube.com/watch?v=4gX_p1VkgA4
30,,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,Jang Beom June & Ahn Jae Hong,1,405872,,https://www.youtube.com/watch?v=wy9-NDklaaE
31,36,시든 꽃에 물을 주듯,HYNN,9,398849,24.7%,https://www.youtube.com/watch?v=abQ2AYUyrb8
32,30,How about you(너는 어땠을까),--,41,398795,9.5%,https://www.youtube.com/watch?v=TmyMV2Nj42Q
33,28,"AMBITION (feat. ASH ISLAND, Keem Hyo-eun, Hash Swan & CHANGMO)",Leellamarz,13,395089,6.4%,https://www.youtube.com/watch?v=K7o4nYV0ns4
34,29,YES or YES,TWICE,47,380530,4.3%,https://www.youtube.com/watch?v=mAKsZ26SabQ
35,35,Another Day (먼데이 키즈(Monday Kiz) & Punch(펀치)),먼데이 키즈(Monday Kiz) & Punch(펀치),11,353203,7.1%,https://www.youtube.com/watch?v=G6tW8eKUR1E
36,,Who Dat B,Jessi,1,353042,,https://www.youtube.com/watch?v=zaYqW9s9Aok
