Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,Butter,BTS,1,20669239,,https://www.youtube.com/watch?v=WMweEpGlu_U
2,1,Next Level,aespa,2,9448770,87.1%,https://www.youtube.com/watch?v=4TWR90KJl84
3,3,ASAP,STAYC,7,3281377,7.6%,https://www.youtube.com/watch?v=NsY-9MCOIAQ
4,2,In the morning,ITZY,4,3227624,-19.2%,https://www.youtube.com/watch?v=_ysomCGaZLw
5,79,HAPPEN (헤픈 우연),Heize,2,2641048,854.4%,https://www.youtube.com/watch?v=AJPLgrfBiBo
6,9,Dynamite,BTS,40,2367225,36.8%,https://www.youtube.com/watch?v=gdZLi9oWNZg
7,4,Dun Dun Dance,OH MY GIRL,3,2337771,-14%,https://www.youtube.com/watch?v=HzOjwL7IP_o
8,5,사이렌 (Siren) [Remix],Homies,19,1915697,-4%,https://www.youtube.com/watch?v=vvTO3c-h0ZI
9,6,롤린 (Rollin'),Brave Girls,18,1841991,-5.1%,https://www.youtube.com/watch?v=nw6mcjNlh8E
10,10,상상더하기,LABOUM,15,1782810,4.2%,https://www.youtube.com/watch?v=bkGRmSF0rKE
11,7,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,10,1752927,-8.5%,https://www.youtube.com/watch?v=tQ0yjYUFKAE
12,12,LILAC,IU,10,1608799,-2.2%,https://www.youtube.com/watch?v=v7bnOxV4jAc
13,11,My Starry Love (별빛 같은 나의 사랑아),Lim Young-woong,12,1501248,-10.5%,https://www.youtube.com/watch?v=oQW9lY1ZAJA
14,13,맛 (Hot Sauce),NCT DREAM,3,1425777,-6.3%,https://www.youtube.com/watch?v=PkKnp4SdE-w
15,14,We Ride (운전만해),Brave Girls,12,1271245,-10.4%,https://www.youtube.com/watch?v=4HjcypoChfQ
16,15,Celebrity,IU,18,1156400,-3.7%,https://www.youtube.com/watch?v=0-q1KafFCLU
17,18,Black Mamba,aespa,28,1034404,14.2%,https://www.youtube.com/watch?v=ZeerrnuLi5E
18,19,멜로디,ASH ISLAND,13,969697,7.9%,https://www.youtube.com/watch?v=NB8LX6A5BBM
19,51,MAGO,GFRIEND  ,23,931138,146.9%,https://www.youtube.com/watch?v=LmBYPXGqtss
20,16,내사람 (Partner for Life) (feat. Oak Joo Hyun),SG Wannabe,6,920996,-17.4%,https://www.youtube.com/watch?v=7lT1Wt41gDs
21,,I Love U,Sung Si-kyung,1,868132,,https://www.youtube.com/watch?v=7pK3kC2cO-s
22,,If You Love Me (feat. Jay Park),NS Yoon-G,1,844901,,https://www.youtube.com/watch?v=1H4ViIioCAs
23,22,Lovesick Girls,BLACKPINK,34,811253,-1.3%,https://www.youtube.com/watch?v=dyRsYk0LyA8
24,20,"LOVE DAY (2021) [From Naver Webtoon ""Romance 101""]",Yang Yoseop & Jeong Eun-ji,12,799202,-8.4%,https://www.youtube.com/watch?v=5_Esp-dXcOA
25,23,Panorama,IZ*ONE,25,764301,-6.6%,https://www.youtube.com/watch?v=G8GaQdW2wHc
26,17,서울의 잠 못 이루는 밤 (feat. LEE SUHYUN),10CM,2,746572,-20%,https://www.youtube.com/watch?v=_HFRhzwJjd8
27,24,Advice,TAEMIN,2,741410,1.1%,https://www.youtube.com/watch?v=sQg4VCB3bYw
28,25,Coin,IU,9,626197,-10.9%,https://www.youtube.com/watch?v=86BST8NIpNM
29,26,On The Ground,ROSÉ,11,618387,-6.2%,https://www.youtube.com/watch?v=CKZvWhCqx1s
30,,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey) (feat. Halsey),BTS,54,612184,,https://www.youtube.com/watch?v=XsX3ATc3FbA
31,58,Life Goes On,BTS,22,591596,71.1%,https://www.youtube.com/watch?v=-5q5mZbe3V8
32,27,Timeless,SG Wannabe,6,565627,-8.5%,https://www.youtube.com/watch?v=0pLa8NyS4Es
33,,WE GO,fromis_9,1,547203,,https://www.youtube.com/watch?v=HM6UpQZvbhY
34,31,How You Like That,Sup I'm Bianca,48,541348,-0.9%,https://www.youtube.com/watch?v=ioNng23DkIM
35,40,After School,Weeekly,8,529844,11.9%,https://www.youtube.com/watch?v=qfVuRQX0ydQ
36,8,BK Love (feat. 이해리),SNÏPER MC,3,524982,-72.1%,https://www.youtube.com/watch?v=INAoJ2yNVNk
37,37,Ashes,Stellar,18,523410,7.8%,https://www.youtube.com/watch?v=1NnT8RjQHg8
38,30,고래 (Dive Into You) [Live],NCT DREAM,3,516552,-9.1%,https://www.youtube.com/watch?v=uCFtLfpQwt4
39,28,Off My Face,Justin Bieber,5,505901,-13.3%,https://www.youtube.com/watch?v=AeZxDcjXbzE
40,36,I CAN'T STOP ME,TWICE,31,504324,1.9%,https://www.youtube.com/watch?v=CM4CkVFmTds
41,35,Leave The Door Open,"Silk Sonic, Bruno Mars & Anderson .Paak",12,502530,-0.3%,https://www.youtube.com/watch?v=adLGHcj_fmA
42,,"존시나 (feat. Northfacegawd, JUSTHIS & Layone)",YUMDDA,23,499234,,https://www.youtube.com/watch?v=KT5nEChOISs
43,34,Ah puh,IU,9,495989,-4.9%,https://www.youtube.com/watch?v=7n9D8ZeOQv0
44,32,Don't Call Me,SHINee,14,490583,-9.5%,https://www.youtube.com/watch?v=p6OoY6xneI0
45,41,Burn The House Down,AJR,17,470214,0.4%,https://www.youtube.com/watch?v=UnyLfqpyi94
46,39,SO BAD,STAYC,26,462030,-3%,https://www.youtube.com/watch?v=gMe1c4UegBY
47,42,HERO,Lim Young-woong,25,459541,0.6%,https://www.youtube.com/watch?v=4jXLHKMRA-E
48,21,GENIUS (feat. CHANGMO),D.Ark,3,456555,-44.9%,https://www.youtube.com/watch?v=hdpMTQEZEV8
