Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,헤어져줘서 고마워,벤 BEN,1,2353357,,https://www.youtube.com/watch?v=KJ1IY9D_Nn8
2,1,Speechless (Full),Naomi Scott,7,2009953,-15.5%,https://www.youtube.com/watch?v=mw5VIEIvuMI
3,3,2002,Anne-Marie,31,1842762,-10.7%,https://www.youtube.com/watch?v=Il-an3K9pjg
4,4,Snapping,CHUNG HA,2,1568908,3.7%,https://www.youtube.com/watch?v=deV_DmHKwjc
5,7,Uh-Oh,(G)I-DLE,2,1510857,26.1%,https://www.youtube.com/watch?v=I66oFXdf0KU
6,2,짐살라빔 (Zimzalabim),Red Velvet,3,1510852,-30.6%,https://www.youtube.com/watch?v=YBnGBb1wg98
7,8,술이 문제야 (Drunk On Love),Jang Hye-jin & Yoon Min Soo,3,1439952,21.1%,https://www.youtube.com/watch?v=XcbEM7j_ARQ
8,5,FANCY,TWICE,12,1437322,-1.4%,https://www.youtube.com/watch?v=kOHB85vDuow
9,6,Birthday,JEON SOMI,4,1319366,6.1%,https://www.youtube.com/watch?v=oDJ4ct59NC4
10,9,bad guy,Billie Eilish,15,1062234,-9.4%,https://www.youtube.com/watch?v=DyDfgMOUjCI
11,,We don't talk together (feat. GIRIBOY),Heize,1,971816,,https://www.youtube.com/watch?v=ByHNlfmmT-w
12,12,A Whole New World,Mena Massoud & Naomi Scott,7,938035,-4.7%,https://www.youtube.com/watch?v=eitDnP0_83k
13,10,Kill This Love,BLACKPINK,14,924359,-11.8%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
14,16,Señorita,Shawn Mendes & Camila Cabello,3,891048,31.8%,https://www.youtube.com/watch?v=Pkh8UtuejGw
15,18,Phocha,Hwang In Wook,3,867236,53%,https://www.youtube.com/watch?v=g6uvXiLNrxM
16,11,Boy With Luv (feat. Halsey),BTS,13,803612,-21.1%,https://www.youtube.com/watch?v=XsX3ATc3FbA
17,,Fever(열대야),GFRIEND  ,1,739811,,https://www.youtube.com/watch?v=Zll7O1v63aY
18,14,달라달라(DALLA DALLA),ITZY,22,737759,-4.8%,https://www.youtube.com/watch?v=pNfTK39k55U
19,,U GOT IT,GOT U,1,588807,,https://www.youtube.com/watch?v=SkG2EALh3gE
20,13,If there was practice in love(사랑에 연습이 있었다면),"Lim JaeHyun, Moon SeongWook",15,588512,-31%,https://www.youtube.com/watch?v=JRdykduaHG0
21,20,Violeta (비올레타),IZ*ONE,15,552064,0.4%,https://www.youtube.com/watch?v=6eEZ7DJMzuk
22,17,'너에게 못했던 내 마지막 말은,Davichi,8,550281,-10%,https://www.youtube.com/watch?v=Jov5h_DuED4
23,29,오늘도 빛나는 너에게 (To You My Light) (feat. Raon Lee),Maktub,4,539877,34.1%,https://www.youtube.com/watch?v=kNYA3H1jSSs
24,24,벌써 12시 (Gotta Go),CHUNG HA,28,465387,-1.2%,https://www.youtube.com/watch?v=HlN2BXNJzxA
25,27,YES or YES,TWICE,36,456778,4.4%,https://www.youtube.com/watch?v=mAKsZ26SabQ
26,,Heartbeat (BTS World Original Soundtrack),BTS,1,456742,,https://www.youtube.com/watch?v=aKSxbt-O6TA
27,25,Rooftop (옥탑방),N.Flying,22,441030,-1%,https://www.youtube.com/watch?v=VpaUh_BGqE0
28,15,'불나방 (I’M ON FIRE) (feat. Blue.D),Eun Ji-won,2,440162,-37.1%,https://www.youtube.com/watch?v=iR7HsIrFqoU
29,23,누구 없소 (NO ONE) (feat. B.I),Lee Hi,6,424085,-11.2%,https://www.youtube.com/watch?v=GQqyCeKf8rw
30,21,The fifth season(다섯 번째 계절) (SSFWL),OH MY GIRL,10,414437,-22%,https://www.youtube.com/watch?v=udGwca1HBM4
31,30,SOLO,Jennie,35,398590,3.9%,https://www.youtube.com/watch?v=b73BI9eUkjM
32,26,눈 Snow,Lil Tachi & Hotchkiss,14,396607,-10.6%,https://www.youtube.com/watch?v=-ZZ90fD86ok
33,,이뻐이뻐 (Pretty girl),크레파스 (crayon),1,388128,,https://www.youtube.com/watch?v=TTOloFDxZZg
34,31,IDOL,BTS,46,377528,-0.7%,https://www.youtube.com/watch?v=pBuZEGYXA6E
35,53,Saxophone Magic (feat. Ul & Cho-hee),"Park Myung Soo, DINDIN & Danny Jung",3,373710,51.2%,https://www.youtube.com/watch?v=V64ikDAAE0w
36,35,La Vie en Rose,--,37,357824,0.5%,https://www.youtube.com/watch?v=WZwr2a_lFWY
37,,움직여 (MOVE),SIXC (6 crazy),1,341794,,https://www.youtube.com/watch?v=gDZyLEevb1Q
38,38,Dance The Night Away,TWICE,46,340696,-0.4%,https://www.youtube.com/watch?v=Fm5iP0S1z9w
39,33,Me After You (너를 만나),--,37,337077,-7.7%,https://www.youtube.com/watch?v=YBzJ0jmHv-4
40,37,I Don't Care,Ed Sheeran & Justin Bieber,9,332112,-4%,https://www.youtube.com/watch?v=y83x7MgzWOA
41,28,To be honest (솔직하게 말해서 나),Kim Na-young,5,328938,-24.4%,https://www.youtube.com/watch?v=4Sd09Mruhnk
