Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Next Level,aespa,13,4063618,-4.8%,https://www.youtube.com/watch?v=4TWR90KJl84
2,2,Permission to Dance,BTS,5,2912143,-16.3%,https://www.youtube.com/watch?v=CuklIb9d3fI
3,8,DUMB DUMB,JEON SOMI,2,2883712,92.9%,https://www.youtube.com/watch?v=tg2uF3R_Ozo
4,3,낙하(NAKKA),AKMU & IU,3,2280480,-15.1%,https://www.youtube.com/watch?v=EtiPbWzUY9o
5,4,Butter,BTS,12,2168150,-15.5%,https://www.youtube.com/watch?v=WMweEpGlu_U
6,5,Weekend,TAEYEON,6,2140655,15.7%,https://www.youtube.com/watch?v=RmuL-BPFi2Q
7,,You can't sit with us,SUNMI,1,1594085,,https://www.youtube.com/watch?v=V0wInr_xATk
8,6,Dynamite,BTS,51,1514880,-3.6%,https://www.youtube.com/watch?v=gdZLi9oWNZg
9,9,Dun Dun Dance,OH MY GIRL,14,1404308,0.6%,https://www.youtube.com/watch?v=HzOjwL7IP_o
10,10,신호등,Lee Mujin,13,1376037,3.1%,https://www.youtube.com/watch?v=9Ibf10h9U0c
11,7,Alcohol-Free,TWICE,10,1368233,-9.4%,https://www.youtube.com/watch?v=XA2YEHn-A8Q
12,11,OHAYO MY NIGHT,디핵 (D-Hack) & Pateko,10,1333516,5.8%,https://www.youtube.com/watch?v=9Unrl9Yi55s
13,13,ASAP,STAYC,18,1217015,-0.5%,https://www.youtube.com/watch?v=NsY-9MCOIAQ
14,12,롤린 (Rollin'),Brave Girls,29,1108354,-10.5%,https://www.youtube.com/watch?v=nw6mcjNlh8E
15,15,Celebrity,IU,29,1106274,-2.2%,https://www.youtube.com/watch?v=0-q1KafFCLU
16,16,사이렌 (Siren) [Remix],Homies,30,969961,-8.7%,https://www.youtube.com/watch?v=vvTO3c-h0ZI
17,19,My Starry Love (별빛 같은 나의 사랑아),Lim Young-woong,23,909882,-1.5%,https://www.youtube.com/watch?v=oQW9lY1ZAJA
18,25,Bad Habits,Ed Sheeran,7,900669,14.7%,https://www.youtube.com/watch?v=orJSJGHjBLI
19,20,Black Mamba,aespa,39,900642,2.3%,https://www.youtube.com/watch?v=ZeerrnuLi5E
20,18,Chi Mat Ba Ram,Brave Girls,8,896968,-10.8%,https://www.youtube.com/watch?v=e70PkoJhQYM
21,,마지막처럼 (As If It's Your Last),BLACKPINK,54,891811,,https://www.youtube.com/watch?v=Amq-qlqbjYA
22,22,LILAC,IU,21,853510,-2.2%,https://www.youtube.com/watch?v=v7bnOxV4jAc
23,14,"전쟁터 (Hey kid, Close your eyes) (feat. Lee Sun-hee)",AKMU,4,830943,-29.5%,https://www.youtube.com/watch?v=gMXXVS6Hil4
