Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,Celebrity,IU,1,4070019,,https://www.youtube.com/watch?v=0-q1KafFCLU
2,2,Dynamite,BTS,23,2303285,-14.9%,https://www.youtube.com/watch?v=gdZLi9oWNZg
3,1,화 (火花) [HWAA],(G)I-DLE,3,1724629,-45.6%,https://www.youtube.com/watch?v=z3szNvgQxHo
4,3,Lovesick Girls,BLACKPINK,17,1441637,7.5%,https://www.youtube.com/watch?v=dyRsYk0LyA8
5,4,Panorama,IZ*ONE,8,1285785,4.9%,https://www.youtube.com/watch?v=G8GaQdW2wHc
6,5,Black Mamba,aespa,11,894225,-10.2%,https://www.youtube.com/watch?v=ZeerrnuLi5E
7,,I’m Not Cool,HyunA,1,834858,,https://www.youtube.com/watch?v=_yXEnhyOTQo
8,7,How You Like That,Sup I'm Bianca,31,821561,2.2%,https://www.youtube.com/watch?v=ioNng23DkIM
9,6,I CAN'T STOP ME,TWICE,14,754414,-10.1%,https://www.youtube.com/watch?v=CM4CkVFmTds
10,11,밤하늘의 별을 (Shiny Star),KyoungSeo,11,705418,0.9%,https://www.youtube.com/watch?v=NuTNPV72rFo
11,9,테스형!,Na Hoon-a,18,695163,-7.1%,https://www.youtube.com/watch?v=MRrXRlVd0P0
12,10,Life Goes On,BTS,10,684885,-7.9%,https://www.youtube.com/watch?v=-5q5mZbe3V8
13,8,"존시나 (feat. Northfacegawd, JUSTHIS & Layone)",YUMDDA,8,675996,-11.3%,https://www.youtube.com/watch?v=KT5nEChOISs
14,20,Actually.. I miss you (사실 나는) (feat. Gunho Jeon),GyeongseoYeji,15,621940,11.7%,https://www.youtube.com/watch?v=YJInKpVsBQA
15,17,Sequence,IZ*ONE,6,603385,4.2%,https://www.youtube.com/watch?v=xond2K-7fjQ
16,,Not Shy,ITZY,23,592735,,https://www.youtube.com/watch?v=wTowEKjDGkU
17,14,잠이 오질 않네요,Jang Beom June,14,592183,-3.2%,https://www.youtube.com/watch?v=K0qKtn5VPUE
18,23,에잇 (feat. SUGA of BTS),IU,39,584718,13.4%,https://www.youtube.com/watch?v=TgOu00Mf3kI
19,15,MAGO,GFRIEND  ,12,573851,-5.7%,https://www.youtube.com/watch?v=LmBYPXGqtss
20,16,취기를 빌려 (Slightly Tipsy),Sandeul,27,566516,-3.1%,https://www.youtube.com/watch?v=2COAu1l6hUQ
21,34,시작,Gaho,40,553763,48.9%,https://www.youtube.com/watch?v=O0StKlRHVeE
22,51,34+35,Ariana Grande,12,550387,73.7%,https://www.youtube.com/watch?v=B6_iQvaIjXw
23,21,살짝 설렜어 (Nonstop),OH MY GIRL,40,549068,-0.7%,https://www.youtube.com/watch?v=iDjQSdN_ig8
24,12,Rosario (feat. CL & ZICO),EPIK HIGH,2,534731,-22.2%,https://www.youtube.com/watch?v=FCsLikmxhV0
25,26,WANNABE,ITZY,47,529048,11%,https://www.youtube.com/watch?v=fE2h3lGlOsk
26,31,Yes No Maybe,SUZY,7,498702,17.9%,https://www.youtube.com/watch?v=zuQ9Mo_EQNA
27,,D-D-DANCE,IZ*ONE,1,487148,,https://www.youtube.com/watch?v=BzVCaXkR6Gc
28,25,Make A Wish (Birthday Song),NCT U,16,465302,-3.4%,https://www.youtube.com/watch?v=tyrVtwE8Gv0
29,13,"Achoo Remix (feat. pH-1, Muchman, Skinny Brown, Louie, Leellamarz, Ourealgoat & Dbo)",Groovy Room & JUSTHIS,3,462634,-25.4%,https://www.youtube.com/watch?v=P2ICs5maFM0
30,,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,1,452326,,https://www.youtube.com/watch?v=Y_8aUSyNM9Y
31,,With and Without You (그대 없이 그대와),HYNN,1,449725,,https://www.youtube.com/watch?v=RFv04309fXk
32,27,HERO,Lim Young-woong,13,446850,-3.6%,https://www.youtube.com/watch?v=4jXLHKMRA-E
33,18,나로 바꾸자 (Switch to me) (feat. J.Y. Park ),Rain,5,427472,-25.9%,https://www.youtube.com/watch?v=-Bf_BB9iTNI
34,30,When We Disco,J.Y. Park  & SUNMI,25,420198,-1.9%,https://www.youtube.com/watch?v=zrsBjYukE8s
35,73,drivers license,Olivia Rodrigo,2,417000,91.1%,https://www.youtube.com/watch?v=ZmDBbnmKpqQ
36,,야 우냐 (U MAD),BOBBY,1,397932,,https://www.youtube.com/watch?v=jz5gZeDgiPs
37,33,사이렌 (Siren) [Remix],Homies,2,389467,4.2%,https://www.youtube.com/watch?v=vvTO3c-h0ZI
38,35,어떻게 지내 (I Need You),OVAN,47,378644,1.9%,https://www.youtube.com/watch?v=rVXeArOQIs4
39,39,아로하 (Aloha),CHO JUNG SEOK,41,377173,5.2%,https://www.youtube.com/watch?v=3DOkxQ3HDXE
40,29,さくらんぼ,Ai Otsuka,10,369858,-14.9%,https://www.youtube.com/watch?v=upODO6OuOOk
41,65,범 내려 온다 (Tiger is Coming) [Live],LEENALCHI,20,369718,54.8%,https://www.youtube.com/watch?v=t0BHhqw_Ecc
42,32,Your Lights,ISU,3,360717,-10.1%,https://www.youtube.com/watch?v=4m5af6FFHtg
43,36,SO BAD,STAYC,12,355093,-4%,https://www.youtube.com/watch?v=gMe1c4UegBY
44,43,서로를 위한 것,Kim Na-young & --,26,349815,1.9%,https://www.youtube.com/watch?v=
45,44,ON,BTS,49,348769,2%,https://www.youtube.com/watch?v=mPVDGOVjRQ0
46,38,딩가딩가 (Dingga),MAMAMOO,15,344516,-4.6%,https://www.youtube.com/watch?v=dfl9KIX1WpU
47,42,Maria (마리아),Hwa Sa,29,342043,-0.5%,https://www.youtube.com/watch?v=tDukIfFzX18
48,37,잊었니,Sohyang,3,340601,-5.9%,https://www.youtube.com/watch?v=s0hVHvBSd_w
49,,Ice Cream,BLACKPINK & Selena Gomez,21,331666,,https://www.youtube.com/watch?v=vRXZj0DzXIA
