Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Next Level,aespa,7,6640762,-24.8%,https://www.youtube.com/watch?v=4TWR90KJl84
2,2,Butter,BTS,6,4918125,-27.5%,https://www.youtube.com/watch?v=WMweEpGlu_U
3,4,Alcohol-Free,TWICE,4,4231726,3.4%,https://www.youtube.com/watch?v=XA2YEHn-A8Q
4,3,Chi Mat Ba Ram,Brave Girls,2,2644294,-55.5%,https://www.youtube.com/watch?v=e70PkoJhQYM
5,5,Dun Dun Dance,OH MY GIRL,8,2357465,-15%,https://www.youtube.com/watch?v=HzOjwL7IP_o
6,6,ASAP,STAYC,12,2030235,-14.1%,https://www.youtube.com/watch?v=NsY-9MCOIAQ
7,7,롤린 (Rollin'),Brave Girls,23,1786414,-7.2%,https://www.youtube.com/watch?v=nw6mcjNlh8E
8,,해야 해,2PM,1,1703570,,https://www.youtube.com/watch?v=-6aVQrzja9U
9,9,사이렌 (Siren) [Remix],Homies,24,1618226,-6.7%,https://www.youtube.com/watch?v=vvTO3c-h0ZI
10,10,Dynamite,BTS,45,1545889,-5.1%,https://www.youtube.com/watch?v=gdZLi9oWNZg
11,11,HAPPEN (헤픈 우연),Heize,7,1450535,-4.5%,https://www.youtube.com/watch?v=AJPLgrfBiBo
12,14,안녕 (Hello),JOY,5,1427477,10.5%,https://www.youtube.com/watch?v=lNvBbh5jDcA
13,13,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,15,1280604,-7%,https://www.youtube.com/watch?v=tQ0yjYUFKAE
14,12,In the morning,ITZY,9,1264170,-14.7%,https://www.youtube.com/watch?v=_ysomCGaZLw
15,,Hello Future,NCT DREAM,1,1185990,,https://www.youtube.com/watch?v=QPUjV7epJqE
16,91,Pool Party (feat. Echan),Brave Girls,2,1178000,422.4%,https://www.youtube.com/watch?v=67c2dAcOyb4
17,15,LILAC,IU,15,1168297,-4.4%,https://www.youtube.com/watch?v=v7bnOxV4jAc
18,20,Black Mamba,aespa,33,1100248,3.4%,https://www.youtube.com/watch?v=ZeerrnuLi5E
19,17,상상더하기,LABOUM,20,1099925,-2.2%,https://www.youtube.com/watch?v=bkGRmSF0rKE
20,23,비와 당신 (Rain and You),Lee Mujin,2,1098015,21.2%,https://www.youtube.com/watch?v=sCmcSBsTxQc
21,16,My Starry Love (별빛 같은 나의 사랑아),Lim Young-woong,17,1082857,-8.4%,https://www.youtube.com/watch?v=oQW9lY1ZAJA
22,22,Celebrity,IU,23,1017100,1.6%,https://www.youtube.com/watch?v=0-q1KafFCLU
23,27,신호등,Lee Mujin,7,1000126,20.9%,https://www.youtube.com/watch?v=9Ibf10h9U0c
24,21,WE GO,fromis_9,6,989672,-4.6%,https://www.youtube.com/watch?v=HM6UpQZvbhY
25,8,Next Level,ShadyCloud,3,915459,-48.4%,https://www.youtube.com/watch?v=9xjPIbWRxFw
26,26,Lovesick Girls,BLACKPINK,39,858920,2.2%,https://www.youtube.com/watch?v=dyRsYk0LyA8
27,,Higher Power,Coldplay,1,829443,,https://www.youtube.com/watch?v=3lfnR7OhZY8
28,24,We Ride (운전만해),Brave Girls,17,811471,-9%,https://www.youtube.com/watch?v=4HjcypoChfQ
29,19,Ready to love,SEVENTEEN,2,731078,-33.7%,https://www.youtube.com/watch?v=yCvSR4lSqTg
30,,하루만 더,Big Mama,1,700077,,https://www.youtube.com/watch?v=6TO3bwChwao
31,28,멜로디,ASH ISLAND,18,681571,-7.3%,https://www.youtube.com/watch?v=NB8LX6A5BBM
32,29,Panorama,IZ*ONE,30,669584,-3.3%,https://www.youtube.com/watch?v=G8GaQdW2wHc
33,79,OHAYO MY NIGHT,디핵 (D-Hack) & Pateko,4,647145,154.9%,https://www.youtube.com/watch?v=9Unrl9Yi55s
34,,Foolish Love,MSG WANNABE,1,626484,,https://www.youtube.com/watch?v=-UMAz1KMHuI
35,47,Leave The Door Open,"Silk Sonic, Bruno Mars & Anderson .Paak",17,579462,33.9%,https://www.youtube.com/watch?v=adLGHcj_fmA
36,33,"LOVE DAY (2021) [From Naver Webtoon ""Romance 101""]",Yang Yoseop & Jeong Eun-ji,17,574342,1.5%,https://www.youtube.com/watch?v=5_Esp-dXcOA
37,,PTT (Paint The Town),Loona,1,567647,,https://www.youtube.com/watch?v=_EEo-iE5u_A
38,36,Ashes,Stellar,23,545034,8%,https://www.youtube.com/watch?v=1NnT8RjQHg8
39,32,맛 (Hot Sauce),NCT DREAM,8,540103,-12.9%,https://www.youtube.com/watch?v=PkKnp4SdE-w
40,31,as you wish (추적이는 여름 비가 되어),Jang Beom June,3,525370,-18.4%,https://www.youtube.com/watch?v=kL9_pN8MqdM
41,37,들려주고 싶었던 (Unspoken),LEE SEUNG YOON,2,523747,5.6%,https://www.youtube.com/watch?v=afOPnYGjHkY
