Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,3,Speechless (Full),Naomi Scott,6,2378399,3.3%,https://www.youtube.com/watch?v=mw5VIEIvuMI
2,1,짐살라빔 (Zimzalabim),Red Velvet,2,2178177,-45.4%,https://www.youtube.com/watch?v=YBnGBb1wg98
3,2,2002,Anne-Marie,30,2062711,-15.9%,https://www.youtube.com/watch?v=Il-an3K9pjg
4,,Snapping,CHUNG HA,1,1512946,,https://www.youtube.com/watch?v=deV_DmHKwjc
5,5,FANCY,TWICE,11,1457952,-9.8%,https://www.youtube.com/watch?v=kOHB85vDuow
6,4,Birthday,JEON SOMI,3,1243029,-26.9%,https://www.youtube.com/watch?v=oDJ4ct59NC4
7,,Uh-Oh,(G)I-DLE,1,1197785,,https://www.youtube.com/watch?v=I66oFXdf0KU
8,14,술이 문제야 (Drunk On Love),Jang Hye-jin & Yoon Min Soo,2,1188578,100.6%,https://www.youtube.com/watch?v=XcbEM7j_ARQ
9,7,bad guy,Billie Eilish,14,1173063,-5.1%,https://www.youtube.com/watch?v=DyDfgMOUjCI
10,6,Kill This Love,BLACKPINK,13,1047759,-15.4%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
11,8,Boy With Luv (feat. Halsey),BTS,12,1018641,-17.2%,https://www.youtube.com/watch?v=XsX3ATc3FbA
12,9,A Whole New World,Mena Massoud & Naomi Scott,6,984586,-4.6%,https://www.youtube.com/watch?v=eitDnP0_83k
13,10,If there was practice in love(사랑에 연습이 있었다면),"Lim JaeHyun, Moon SeongWook",14,852558,-13.4%,https://www.youtube.com/watch?v=JRdykduaHG0
14,11,달라달라(DALLA DALLA),ITZY,21,774647,-16.8%,https://www.youtube.com/watch?v=pNfTK39k55U
15,,'불나방 (I’M ON FIRE) (feat. Blue.D),Eun Ji-won,1,699322,,https://www.youtube.com/watch?v=iR7HsIrFqoU
16,12,Señorita,Shawn Mendes & Camila Cabello,2,676091,-16.3%,https://www.youtube.com/watch?v=Pkh8UtuejGw
17,13,'너에게 못했던 내 마지막 말은,Davichi,7,611190,-11%,https://www.youtube.com/watch?v=Jov5h_DuED4
18,23,Phocha,Hwang In Wook,2,566881,21.4%,https://www.youtube.com/watch?v=g6uvXiLNrxM
19,,Holding Back (feat. Kye),"Kryoman, Soda & 1st Klase",1,565197,,https://www.youtube.com/watch?v=xP-cA9ux-aU
20,15,Violeta (비올레타),IZ*ONE,14,549713,-5.8%,https://www.youtube.com/watch?v=6eEZ7DJMzuk
21,16,The fifth season(다섯 번째 계절) (SSFWL),OH MY GIRL,9,531320,-7.7%,https://www.youtube.com/watch?v=udGwca1HBM4
22,27,니 소식,Ha Yea Song(송하예),4,479094,20.8%,https://www.youtube.com/watch?v=eMZmNisWFvM
23,17,누구 없소 (NO ONE) (feat. B.I),Lee Hi,5,477484,-15.9%,https://www.youtube.com/watch?v=GQqyCeKf8rw
24,21,벌써 12시 (Gotta Go),CHUNG HA,27,471154,-3.5%,https://www.youtube.com/watch?v=HlN2BXNJzxA
25,19,Rooftop (옥탑방),N.Flying,21,445493,-11.1%,https://www.youtube.com/watch?v=VpaUh_BGqE0
26,20,눈 Snow,Lil Tachi & Hotchkiss,13,443795,-10.7%,https://www.youtube.com/watch?v=-ZZ90fD86ok
27,26,YES or YES,TWICE,35,437397,-1.6%,https://www.youtube.com/watch?v=mAKsZ26SabQ
28,22,To be honest (솔직하게 말해서 나),Kim Na-young,4,434872,-10.5%,https://www.youtube.com/watch?v=4Sd09Mruhnk
29,51,오늘도 빛나는 너에게 (To You My Light) (feat. Raon Lee),Maktub,3,402454,42.7%,https://www.youtube.com/watch?v=kNYA3H1jSSs
30,29,SOLO,Jennie,34,383577,-1.4%,https://www.youtube.com/watch?v=b73BI9eUkjM
31,30,IDOL,BTS,45,380022,-1.5%,https://www.youtube.com/watch?v=pBuZEGYXA6E
32,,HÃY TRAO CHO ANH (feat. Snoop Dogg),Sơn Tùng M-TP,1,372288,,https://www.youtube.com/watch?v=knW7-x7Y7RE
33,32,Me After You (너를 만나),--,36,365262,-3.5%,https://www.youtube.com/watch?v=YBzJ0jmHv-4
34,39,Love is so...,Jang Yoon Jeong,11,358028,8.7%,https://www.youtube.com/watch?v=Fhh_X9Q0BZg
35,35,La Vie en Rose,--,36,356220,-1.6%,https://www.youtube.com/watch?v=WZwr2a_lFWY
36,28,Arabian Nights (feat. Michael Kosarin),Will Smith,4,354044,-9.7%,https://www.youtube.com/watch?v=T9GmO_WFhjQ
37,24,I Don't Care,Ed Sheeran & Justin Bieber,8,346093,-25.2%,https://www.youtube.com/watch?v=y83x7MgzWOA
38,44,Dance The Night Away,TWICE,45,341974,8.3%,https://www.youtube.com/watch?v=Fm5iP0S1z9w
39,33,사계 (Four Seasons),TAEYEON,15,335328,-9.4%,https://www.youtube.com/watch?v=4HG_CJzyX6A
40,34,Goodbye(굿바이),Park Hyo Shin,9,316057,-12.8%,https://www.youtube.com/watch?v=Xp8Ep1W-azw
41,41,7 rings,Ariana Grande,24,310726,-3.6%,https://www.youtube.com/watch?v=QYh6mYIJG2Y
42,25,My love has faded away (사랑이 식었다고 말해도 돼),Monday Kiz,5,309618,-32.8%,https://www.youtube.com/watch?v=tlHTOlnPcbs
43,37,"Bom(나만, 봄)",BOL4,14,308135,-10%,https://www.youtube.com/watch?v=AsXxuIdpkWM
44,40,Senorita,(G)I-DLE,19,306692,-6.8%,https://www.youtube.com/watch?v=2cevbhEqQF4
45,42,How about you(너는 어땠을까),--,33,303210,-5.9%,https://www.youtube.com/watch?v=TmyMV2Nj42Q
46,45,Boogie Up,WJSN,4,292887,-6.3%,https://www.youtube.com/watch?v=rVeMvBTd8vQ
47,,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,45,291700,,https://www.youtube.com/watch?v=IHNzOHi8sJs
48,50,Viva La Vida,Coldplay,27,288928,-2.6%,https://www.youtube.com/watch?v=dvgZkm1xWPE
49,46,신용재 (SHIN YONG JAE),HAEUN,33,284254,-9%,https://www.youtube.com/watch?v=Y0rK7r-30hs
50,43,FRIENDS,Marshmello & Anne-Marie,35,278290,-12.2%,https://www.youtube.com/watch?v=jzD_yyEcp0M
51,52,Prince Ali (feat. Michael Kosarin),Will Smith,4,257426,-4.4%,https://www.youtube.com/watch?v=BEHX72PKmkk
52,48,AH YEAH (아예),WINNER,8,247225,-17.2%,https://www.youtube.com/watch?v=Pm0_G8Zl0ek
53,,Saxophone Magic (feat. Ul & Cho-hee),"Park Myung Soo, DINDIN & Danny Jung",2,247203,,https://www.youtube.com/watch?v=V64ikDAAE0w
54,49,Earth,Lil Dicky,11,242062,-18.6%,https://www.youtube.com/watch?v=pvuN_WvF1to
55,57,I'm So Hot,MOMOLAND,16,236623,-2.8%,https://www.youtube.com/watch?v=tsN-MkpiZB0
56,53,주저하는 연인들을 위해 (For Lovers Who Hesitate),JANNABI,16,235297,-9.6%,https://www.youtube.com/watch?v=t8P-zdkoeJA
57,62,Maybe It's Not Our Fault(그건 아마 우리의 잘못은 아닐 거야),Yerin Baek,16,224686,-3.7%,https://www.youtube.com/watch?v=IRNBtocmQ58
58,59,고고베베 (gogobebe),MAMAMOO,17,221814,-6.4%,https://www.youtube.com/watch?v=-iYg2atmA9w
59,72,대충 입고 나와,Woody,5,214848,11.7%,https://www.youtube.com/watch?v=frOlxVcxCro
60,67,그때가 좋았어 (The day was beautiful),Kassy,6,214465,2.2%,https://www.youtube.com/watch?v=
61,64,a slow train bound for Mokpo,Jang Yoon Jeong,2,206459,-9.1%,https://www.youtube.com/watch?v=7EKLQVQLmvc
62,,"AMBITION (feat. ASH ISLAND, Keem Hyo-eun, Hash Swan & CHANGMO)",Leellamarz,1,204412,,https://www.youtube.com/watch?v=K7o4nYV0ns4
63,60,HERE (feat. VINXEN),Young Kay,12,201775,-14.7%,https://www.youtube.com/watch?v=lYRe0lfx1SE
64,74,On My Way,"Alan Walker, Sabrina Carpenter & Farruko",15,199378,6.6%,https://www.youtube.com/watch?v=dhYOPzcsbGM
65,,Beautiful People (feat. Khalid),Ed Sheeran,1,197924,,https://www.youtube.com/watch?v=mj0XInqZMHY
66,18,Sunny Side Up!,Red Velvet,2,191971,-62.1%,https://www.youtube.com/watch?v=2QbenuWsG8o
67,71,All Falls Down  (feat. Noah Cyrus & Digital Farm Animals),Alan Walker,16,190701,-1.5%,https://www.youtube.com/watch?v=6RLLOEzdxsM
68,70,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,13,188815,-5.7%,https://www.youtube.com/watch?v=w2Ov5jzm3j8
69,61,だから僕は音楽を辞めた,Yorushika,2,186827,-20.5%,https://www.youtube.com/watch?v=KTZ-y85Erus
70,68,노래방에서,--,15,185154,-9.8%,https://www.youtube.com/watch?v=BUzI-awsi1s
71,96,상사화(Magic Lily),AHN YE EUN,6,183548,23.5%,https://www.youtube.com/watch?v=9vpfuRGHxfU
72,65,BREATHE,AB6IX,6,178923,-20.7%,https://www.youtube.com/watch?v=RMJFEvHvmD0
73,,Pick me,Song Ga-in,5,176783,,https://www.youtube.com/watch?v=DBjRYklSdFU
74,81,flex,--,15,175849,3.9%,https://www.youtube.com/watch?v=rsvJOrI2GfE
75,80,Talk,"Khalid, Megan Thee Stallion & Yo Gotti",4,175352,0.2%,https://www.youtube.com/watch?v=hE2Ira-Cwxo
76,54,You Need To Calm Down,Taylor Swift,3,164292,-36.5%,https://www.youtube.com/watch?v=Dkk9gvTmCXY
77,84,when the party's over,Billie Eilish,13,164071,-0%,https://www.youtube.com/watch?v=pbMwTqkKSps
78,55,Breakthrough,TWICE,3,162767,-37%,https://www.youtube.com/watch?v=ZdKYi5ekshM
79,91,How People Move,AKMU,8,160408,6.2%,https://www.youtube.com/watch?v=sbc2yBheAbo
80,78,사계(하루살이),M.C The Max,5,158120,-10.9%,https://www.youtube.com/watch?v=qe1kzWQ0J-E
81,76,기억을 걷는 시간,NELL,5,155342,-14.3%,https://www.youtube.com/watch?v=8vL_nWjFTPk
82,88,All I Wanna Do [Korean Version] (feat. Hoody & Loco),Jay Park,20,155176,1.8%,https://www.youtube.com/watch?v=ME_g_-M52cI
83,82,Sweet but Psycho,Ava Max,8,154071,-6.9%,https://www.youtube.com/watch?v=WXBHCQYxwr0
84,75,Seoul Night (서울 밤) (Live) (feat. Beenzino),URBAN ZAKAPA,3,153369,-17.3%,https://www.youtube.com/watch?v=IweuqB1_hB8
85,,Selfmade Orange (feat. SUPERBEE),CHANGMO,1,153121,,https://www.youtube.com/watch?v=s6bx7MCEZ6Y
86,69,If I Can't Have You,Shawn Mendes,9,152562,-24.7%,https://www.youtube.com/watch?v=oTJ-oqwxdZY
87,,SUMMER 19' (feat. Jhnovr & Benzamin),NO:EL  ,1,152451,,https://www.youtube.com/watch?v=sr7T9GCpIC0
88,97,너무 보고싶어,Acoustic Collabo,6,151782,2.7%,https://www.youtube.com/watch?v=Gi-_ZelhY20
89,87,Without Me,Halsey,14,151724,-3.3%,https://www.youtube.com/watch?v=ZAfAud_M_mg
90,77,스토커 (Stalker) (라이브),10CM,15,149673,-16.3%,https://www.youtube.com/watch?v=Iu-NVopNDKU
91,58,FUN!,fromis_9,4,147588,-38.1%,https://www.youtube.com/watch?v=zsRyyLtcXho
92,,bury a friend,Billie Eilish,15,144549,,https://www.youtube.com/watch?v=HUHC9tYz8ik
93,99,7 Years,Lukas Graham,16,142460,-2.5%,https://www.youtube.com/watch?v=LHCob76kigA
94,,One More Rollie (feat. Keem Hyo-eun & Hash Swan),CHANGMO,1,140537,,https://www.youtube.com/watch?v=LnqzGxddgfU
95,,Dancing With A Stranger,Sam Smith & Normani,15,140185,,https://www.youtube.com/watch?v=av5JD1dfj_c
96,89,웃으며,Lim Jae-hyun & Moon SeongWook,3,139839,-7.9%,https://www.youtube.com/watch?v=bXBiLAI2qc0
97,83,Love Tonight (오늘 밤에),Hong Jin-young,15,139458,-15.2%,https://www.youtube.com/watch?v=5zONW_hyI5A
